OID_,block_vtda,state,Shape_Length,Shape_Area,ID,OBJECTID,Join_Count,TARGET_FID,ID_1,DISTRICT,POPULATION,sld_u22,Shape_Length_1,Shape_Area_1
511,35001000514,35,0.032041776325316,0.000063437811000,510,511,1,511,10,18,51764,35018,0.419872575166705,0.002408550524500
512,35001000515,35,0.026843327110766,0.000038216638500,511,512,1,512,10,18,51764,35018,0.419872575166705,0.002408550524500
513,35001000516,35,0.025460727336243,0.000038009294500,512,513,1,513,13,20,50847,35020,0.593992292279099,0.007614407100000
514,35001000517,35,0.025419949058300,0.000036582767500,513,514,1,514,10,18,51764,35018,0.419872575166705,0.002408550524500
515,35001000518,35,0.031112939403002,0.000051494514000,514,515,1,515,10,18,51764,35018,0.419872575166705,0.002408550524500
516,35001000519,35,0.027569699363499,0.000037161372500,515,516,1,516,13,20,50847,35020,0.593992292279099,0.007614407100000
517,35001000520,35,0.043745055935291,0.000049585641500,516,517,1,517,14,21,51801,35021,0.356026389779658,0.004176052480000
518,35001000521,35,0.036505200876276,0.000075082421000,517,518,1,518,10,18,51764,35018,0.419872575166705,0.002408550524500
519,35001000522,35,0.033207993351109,0.000040834890000,518,519,1,519,10,18,51764,35018,0.419872575166705,0.002408550524500
520,35001000523,35,0.033718506757918,0.000043058154000,519,520,1,520,10,18,51764,35018,0.419872575166705,0.002408550524500
521,35001000524,35,0.040150235095771,0.000043090139000,520,521,1,521,10,18,51764,35018,0.419872575166705,0.002408550524500
522,35001000525,35,0.045100102412345,0.000059067034000,521,522,1,522,13,20,50847,35020,0.593992292279099,0.007614407100000
523,35001000526,35,0.031932238874190,0.000062847830000,522,523,1,523,13,20,50847,35020,0.593992292279099,0.007614407100000
524,35001000527,35,0.021122896342537,0.000022903032000,523,524,1,524,13,20,50847,35020,0.593992292279099,0.007614407100000
525,35001000528,35,0.023723567858944,0.000024802810500,524,525,1,525,10,18,51764,35018,0.419872575166705,0.002408550524500
526,35001000529,35,0.030658584079478,0.000055318959500,525,526,1,526,10,18,51764,35018,0.419872575166705,0.002408550524500
527,35001000530,35,0.030519573999570,0.000055871055500,526,527,1,527,13,20,50847,35020,0.593992292279099,0.007614407100000
528,35001000531,35,0.027657903808371,0.000045344520500,527,528,1,528,13,20,50847,35020,0.593992292279099,0.007614407100000
529,35001000532,35,0.030617309766319,0.000053149258500,528,529,1,529,13,20,50847,35020,0.593992292279099,0.007614407100000
530,35001000533,35,0.033405509952371,0.000030471729000,529,530,1,530,13,20,50847,35020,0.593992292279099,0.007614407100000
531,35001000534,35,0.030822716453646,0.000058276502500,530,531,1,531,13,20,50847,35020,0.593992292279099,0.007614407100000
532,35001000535,35,0.028466807997839,0.000037739701500,531,532,1,532,13,20,50847,35020,0.593992292279099,0.007614407100000
533,35001000536,35,0.026368842201811,0.000028798772000,532,533,1,533,13,20,50847,35020,0.593992292279099,0.007614407100000
534,35001000537,35,0.053153963385573,0.000111064164500,533,534,1,534,13,20,50847,35020,0.593992292279099,0.007614407100000
535,35001000538,35,0.030495273315573,0.000052015988500,534,535,1,535,10,18,51764,35018,0.419872575166705,0.002408550524500
536,35001000539,35,0.034192809042174,0.000050648244000,535,536,1,536,11,19,50289,35019,3.987158280550542,0.294756794976500
537,35001000540,35,0.044570702944446,0.000071165570500,536,537,1,537,13,20,50847,35020,0.593992292279099,0.007614407100000
538,35001000541,35,0.071154162091115,0.000231140250500,537,538,1,538,14,21,51801,35021,0.356026389779658,0.004176052480000
539,35001000542,35,0.029677881765101,0.000052272905000,538,539,1,539,13,20,50847,35020,0.593992292279099,0.007614407100000
540,35001000543,35,0.025468198104018,0.000028153565000,539,540,1,540,13,20,50847,35020,0.593992292279099,0.007614407100000
541,35001000544,35,0.041736908203339,0.000059257634500,540,541,1,541,13,20,50847,35020,0.593992292279099,0.007614407100000
542,35001000545,35,0.038264359801102,0.000052427527000,541,542,1,542,13,20,50847,35020,0.593992292279099,0.007614407100000
543,35001000546,35,0.031331918130464,0.000054612777000,542,543,1,543,13,20,50847,35020,0.593992292279099,0.007614407100000
544,35001000547,35,0.028632823449138,0.000047481673500,543,544,1,544,13,20,50847,35020,0.593992292279099,0.007614407100000
545,35001000548,35,0.026831610670202,0.000042231118500,544,545,1,545,13,20,50847,35020,0.593992292279099,0.007614407100000
546,35001000549,35,0.031827451451605,0.000060574045000,545,546,1,546,13,20,50847,35020,0.593992292279099,0.007614407100000
547,35001000550,35,0.028393667847425,0.000044054122500,546,547,1,547,13,20,50847,35020,0.593992292279099,0.007614407100000
548,35001000551,35,0.567240877481804,0.012057894869000,547,548,1,548,11,19,50289,35019,3.987158280550542,0.294756794976500
549,35001000552,35,0.460727859748415,0.007095585068499,548,549,1,549,11,19,50289,35019,3.987158280550542,0.294756794976500
550,35001000553,35,0.211615520395976,0.001177074738500,549,550,1,550,11,19,50289,35019,3.987158280550542,0.294756794976500
551,35001000554,35,0.568998837714779,0.007880293040499,550,551,1,551,11,19,50289,35019,3.987158280550542,0.294756794976500
552,35001000555,35,0.237869524531046,0.002657434687500,551,552,1,552,11,19,50289,35019,3.987158280550542,0.294756794976500
553,35001000556,35,0.375950611352708,0.003159414699500,552,553,1,553,11,19,50289,35019,3.987158280550542,0.294756794976500
554,35001000557,35,0.194477729169821,0.001198747344000,553,554,1,554,11,19,50289,35019,3.987158280550542,0.294756794976500
555,35001000558,35,0.172590703377967,0.000851534814000,554,555,1,555,11,19,50289,35019,3.987158280550542,0.294756794976500
556,35001000559,35,0.118335395590368,0.000639770081500,555,556,1,556,11,19,50289,35019,3.987158280550542,0.294756794976500
557,35001000560,35,0.078194063916351,0.000221526340000,556,557,1,557,14,21,51801,35021,0.356026389779658,0.004176052480000
558,35001000561,35,0.025723454157681,0.000030154513000,557,558,1,558,13,20,50847,35020,0.593992292279099,0.007614407100000
559,35001000562,35,0.027560330747597,0.000044335000500,558,559,1,559,10,18,51764,35018,0.419872575166705,0.002408550524500
560,35001000563,35,0.027396955229967,0.000031462363500,559,560,1,560,10,18,51764,35018,0.419872575166705,0.002408550524500
561,35001000564,35,0.061739055866187,0.000200117316500,560,561,1,561,13,20,50847,35020,0.593992292279099,0.007614407100000
562,35001000565,35,0.032693486634209,0.000053082899500,561,562,1,562,13,20,50847,35020,0.593992292279099,0.007614407100000
563,35001000566,35,0.273024996951177,0.002950737498500,562,563,1,563,13,20,50847,35020,0.593992292279099,0.007614407100000
564,35001000567,35,0.249358049022744,0.001786711102000,563,564,1,564,11,19,50289,35019,3.987158280550542,0.294756794976500
565,35001000568,35,0.043421710918830,0.000068478150500,564,565,1,565,14,21,51801,35021,0.356026389779658,0.004176052480000
566,35001000569,35,0.052444174815703,0.000152709753500,565,566,1,566,11,19,50289,35019,3.987158280550542,0.294756794976500
567,35001000570,35,0.128741567507219,0.000565176619500,566,567,1,567,11,19,50289,35019,3.987158280550542,0.294756794976500
568,35001000571,35,0.245667266622424,0.002905673542000,567,568,1,568,11,19,50289,35019,3.987158280550542,0.294756794976500
569,35001000572,35,0.189384746219360,0.001603010130500,568,569,1,569,11,19,50289,35019,3.987158280550542,0.294756794976500
570,35001000573,35,0.318404913315215,0.002520444551000,569,570,1,570,11,19,50289,35019,3.987158280550542,0.294756794976500
571,35001000574,35,0.228618547745315,0.001846664674000,570,571,1,571,11,19,50289,35019,3.987158280550542,0.294756794976500
572,35001000575,35,0.221033019456069,0.001901011270000,571,572,1,572,11,19,50289,35019,3.987158280550542,0.294756794976500
573,35001000576,35,0.276435937664578,0.004397062276500,572,573,1,573,11,19,50289,35019,3.987158280550542,0.294756794976500
574,35001000577,35,0.173223944293393,0.001082604606500,573,574,1,574,11,19,50289,35019,3.987158280550542,0.294756794976500
575,35001000578,35,0.163389645824211,0.000734595758500,574,575,1,575,11,19,50289,35019,3.987158280550542,0.294756794976500
576,35001000579,35,0.334985201018131,0.004704617124000,575,576,1,576,11,19,50289,35019,3.987158280550542,0.294756794976500
577,35001000580,35,0.133810281505538,0.000624230570500,576,577,1,577,11,19,50289,35019,3.987158280550542,0.294756794976500
578,35001000581,35,0.028377564124974,0.000035423034500,577,578,1,578,7,15,49645,35015,0.273447435794951,0.002894286860500
579,35001000582,35,0.212088128331037,0.001685216130000,578,579,1,579,11,19,50289,35019,3.987158280550542,0.294756794976500
580,35001000583,35,0.022497600336181,0.000032665953500,579,580,1,580,10,18,51764,35018,0.419872575166705,0.002408550524500
581,35001000584,35,0.020672516773303,0.000022106005000,580,581,1,581,14,21,51801,35021,0.356026389779658,0.004176052480000
582,35001000585,35,0.028549194453126,0.000037984906000,581,582,1,582,14,21,51801,35021,0.356026389779658,0.004176052480000
583,35001000586,35,0.031527478092499,0.000040226233500,582,583,1,583,14,21,51801,35021,0.356026389779658,0.004176052480000
584,35001000587,35,0.030715326493519,0.000031088373000,583,584,1,584,14,21,51801,35021,0.356026389779658,0.004176052480000
585,35001000588,35,0.039892962854947,0.000082837063500,584,585,1,585,14,21,51801,35021,0.356026389779658,0.004176052480000
586,35001000589,35,0.083762353779622,0.000249420361000,585,586,1,586,14,21,51801,35021,0.356026389779658,0.004176052480000
587,35001000590,35,0.038517051784387,0.000085697383500,586,587,1,587,14,21,51801,35021,0.356026389779658,0.004176052480000
588,35001000591,35,0.036485230276493,0.000082298056000,587,588,1,588,9,17,49032,35017,0.282244684219541,0.002007448840500
589,35001000592,35,0.038318792237661,0.000093477678500,588,589,1,589,14,21,51801,35021,0.356026389779658,0.004176052480000
590,35001000593,35,0.038605835833320,0.000029498285000,589,590,1,590,14,21,51801,35021,0.356026389779658,0.004176052480000
591,35001000594,35,0.053683496526244,0.000098387092500,590,591,1,591,14,21,51801,35021,0.356026389779658,0.004176052480000
592,35001000595,35,0.444812222370518,0.006213828014000,591,592,1,592,11,19,50289,35019,3.987158280550542,0.294756794976500
593,35001000596,35,0.147155362729453,0.000806429963500,592,593,1,593,11,19,50289,35019,3.987158280550542,0.294756794976500
594,35001000597,35,0.144729764637375,0.000942598808000,593,594,1,594,11,19,50289,35019,3.987158280550542,0.294756794976500
595,35001000598,35,0.047242071909767,0.000052249385000,594,595,1,595,14,21,51801,35021,0.356026389779658,0.004176052480000
596,35001000599,35,0.025995390974201,0.000030870343500,595,596,1,596,19,26,51330,35026,0.349522598206706,0.002823018668000
597,35001000600,35,0.021031478431187,0.000023898890000,596,597,1,597,6,14,49425,35014,1.208280480518285,0.025497131568502
598,35001000601,35,0.032018130045223,0.000062818134000,597,598,1,598,14,21,51801,35021,0.356026389779658,0.004176052480000
599,35001000602,35,0.045881604268803,0.000089873503500,598,599,1,599,14,21,51801,35021,0.356026389779658,0.004176052480000
600,35001000603,35,0.247706226905331,0.002263902433500,599,600,1,600,13,20,50847,35020,0.593992292279099,0.007614407100000
601,35001000604,35,0.025606906757475,0.000026489749000,600,601,1,601,3,11,50252,35011,0.294065945308012,0.002778188185500
602,35001000605,35,0.034403646174169,0.000041134549000,601,602,1,602,2,10,48840,35010,0.711959540143913,0.007562834735000
603,35001000606,35,0.030038999089971,0.000042385257000,602,603,1,603,16,23,51288,35023,1.162603632021713,0.037587798062500
604,35001000607,35,0.042589338967548,0.000046951911500,603,604,1,604,19,26,51330,35026,0.349522598206706,0.002823018668000
605,35001000608,35,0.052254116628107,0.000136613807000,604,605,1,605,14,21,51801,35021,0.356026389779658,0.004176052480000
606,35001000609,35,0.024727730973514,0.000022043617000,605,606,1,606,16,23,51288,35023,1.162603632021713,0.037587798062500
607,35001000610,35,0.034154301611765,0.000042023835000,606,607,1,607,4,12,51681,35012,0.367458202016137,0.003731221766501
608,35001000611,35,0.026588542652203,0.000037537915500,607,608,1,608,16,23,51288,35023,1.162603632021713,0.037587798062500
609,35001000612,35,0.033790991418345,0.000038388825500,608,609,1,609,16,23,51288,35023,1.162603632021713,0.037587798062500
610,35001000613,35,0.025218456625516,0.000034493582500,609,610,1,610,5,13,48663,35013,0.549102220290302,0.005031297781999
611,35003000001,35,3.889033187445192,0.262207207819501,610,611,1,611,29,35,51861,35035,16.664763952055100,5.245034475023998
612,35003000002,35,3.160209095815496,0.364501748782000,611,612,1,612,29,35,51861,35035,16.664763952055100,5.245034475023998
613,35003000003,35,2.832794149214251,0.203554165338501,612,613,1,613,29,35,51861,35035,16.664763952055100,5.245034475023998
614,35003000004,35,2.715848621128782,0.170969110813499,613,614,1,614,29,35,51861,35035,16.664763952055100,5.245034475023998
615,35003000005,35,3.201046291375155,0.364818268743502,614,615,1,615,29,35,51861,35035,16.664763952055100,5.245034475023998
616,35003000006,35,1.992493477281924,0.093702844380001,615,616,1,616,29,35,51861,35035,16.664763952055100,5.245034475023998
617,35003000007,35,2.580846131635700,0.219888793756000,616,617,1,617,29,35,51861,35035,16.664763952055100,5.245034475023998
618,35003000008,35,1.598864763980951,0.061209177152000,617,618,1,618,29,35,51861,35035,16.664763952055100,5.245034475023998
619,35003000009,35,0.399134744540726,0.008900150315500,618,619,1,619,29,35,51861,35035,16.664763952055100,5.245034475023998
620,35005000001,35,0.215067246818429,0.002234176882500,619,620,1,620,20,27,51855,35027,7.436889314419262,2.347302385567501
621,35005000002,35,0.035397555538910,0.000073297924000,620,621,1,621,20,27,51855,35027,7.436889314419262,2.347302385567501
622,35005000003,35,0.031320990463746,0.000059853257000,621,622,1,622,20,27,51855,35027,7.436889314419262,2.347302385567501
623,35005000004,35,0.031980172354621,0.000063514106000,622,623,1,623,20,27,51855,35027,7.436889314419262,2.347302385567501
624,35005000005,35,0.074707669253028,0.000229380971500,623,624,1,624,20,27,51855,35027,7.436889314419262,2.347302385567501
625,35005000006,35,0.061006537506836,0.000182400752000,624,625,1,625,20,27,51855,35027,7.436889314419262,2.347302385567501
626,35005000007,35,0.050108105909065,0.000099943864000,625,626,1,626,20,27,51855,35027,7.436889314419262,2.347302385567501
627,35005000008,35,0.032863404150017,0.000067355212000,626,627,1,627,20,27,51855,35027,7.436889314419262,2.347302385567501
628,35005000009,35,0.086555978939080,0.000263913157000,627,628,1,628,20,27,51855,35027,7.436889314419262,2.347302385567501
629,35005000010,35,2.583274627164903,0.270959137975000,628,629,1,629,20,27,51855,35027,7.436889314419262,2.347302385567501
630,35005000011,35,0.060114680932705,0.000166334410000,629,630,1,630,20,27,51855,35027,7.436889314419262,2.347302385567501
631,35005000012,35,0.939090784307800,0.040914856642499,630,631,1,631,20,27,51855,35027,7.436889314419262,2.347302385567501
632,35005000013,35,0.088600808174617,0.000499823102500,631,632,1,632,20,27,51855,35027,7.436889314419262,2.347302385567501
633,35005000014,35,0.048385036609715,0.000134336810500,632,633,1,633,26,32,51897,35032,5.203396166820231,0.557949096450998
634,35005000015,35,0.054333846132554,0.000126368340000,633,634,1,634,26,32,51897,35032,5.203396166820231,0.557949096450998
635,35005000016,35,0.054404084414099,0.000160102872500,634,635,1,635,26,32,51897,35032,5.203396166820231,0.557949096450998
636,35005000017,35,0.041440947095708,0.000096658904000,635,636,1,636,20,27,51855,35027,7.436889314419262,2.347302385567501
637,35005000020,35,0.053097498980299,0.000124883026000,636,637,1,637,20,27,51855,35027,7.436889314419262,2.347302385567501
638,35005000021,35,0.129167501353701,0.000910686564501,637,638,1,638,20,27,51855,35027,7.436889314419262,2.347302385567501
639,35005000022,35,0.067602203347179,0.000178744830000,638,639,1,639,20,27,51855,35027,7.436889314419262,2.347302385567501
640,35005000023,35,0.054170965798181,0.000083749112000,639,640,1,640,26,32,51897,35032,5.203396166820231,0.557949096450998
641,35005000024,35,0.035443176902396,0.000066464156000,640,641,1,641,26,32,51897,35032,5.203396166820231,0.557949096450998
642,35005000025,35,0.031778270760690,0.000056534441000,641,642,1,642,26,32,51897,35032,5.203396166820231,0.557949096450998
643,35005000031,35,0.046936405672302,0.000065627823000,642,643,1,643,26,32,51897,35032,5.203396166820231,0.557949096450998
644,35005000032,35,0.040409729378573,0.000051163167500,643,644,1,644,26,32,51897,35032,5.203396166820231,0.557949096450998
645,35005000033,35,0.037430701956941,0.000050884972000,644,645,1,645,26,32,51897,35032,5.203396166820231,0.557949096450998
646,35005000034,35,0.040577293827674,0.000064441506500,645,646,1,646,26,32,51897,35032,5.203396166820231,0.557949096450998
647,35005000035,35,0.054235199653831,0.000138812654000,646,647,1,647,26,32,51897,35032,5.203396166820231,0.557949096450998
648,35005000036,35,0.956354164087189,0.020917078599501,647,648,1,648,27,33,51905,35033,7.060402296622091,1.664019922044009
649,35005000041,35,0.942606954930165,0.047567919489002,648,649,1,649,20,27,51855,35027,7.436889314419262,2.347302385567501
650,35005000042,35,0.055884107744210,0.000121949319500,649,650,1,650,20,27,51855,35027,7.436889314419262,2.347302385567501
651,35005000043,35,0.035550878188368,0.000078764963500,650,651,1,651,20,27,51855,35027,7.436889314419262,2.347302385567501
652,35005000044,35,2.380902468154213,0.194995456971996,651,652,1,652,20,27,51855,35027,7.436889314419262,2.347302385567501
653,35005000045,35,2.439632036507052,0.201123566161498,652,653,1,653,20,27,51855,35027,7.436889314419262,2.347302385567501
654,35005000046,35,0.829518154895442,0.027115802578001,653,654,1,654,20,27,51855,35027,7.436889314419262,2.347302385567501
655,35005000047,35,1.565681038491366,0.136709727743001,654,655,1,655,37,42,51154,35042,6.415598168334775,0.655867650151503
656,35005000051,35,0.058467703852031,0.000096810420500,655,656,1,656,26,32,51897,35032,5.203396166820231,0.557949096450998
657,35005000052,35,0.275841297433924,0.002777351261500,656,657,1,657,26,32,51897,35032,5.203396166820231,0.557949096450998
658,35005000061,35,0.041310715605114,0.000074311105000,657,658,1,658,26,32,51897,35032,5.203396166820231,0.557949096450998
659,35005000062,35,0.054570039640715,0.000151864426000,658,659,1,659,26,32,51897,35032,5.203396166820231,0.557949096450998
660,35005000063,35,0.128166192955804,0.000643630472500,659,660,1,660,26,32,51897,35032,5.203396166820231,0.557949096450998
661,35005000064,35,0.030630164192609,0.000054805417500,660,661,1,661,26,32,51897,35032,5.203396166820231,0.557949096450998
662,35005000071,35,0.293931223422916,0.002988199350500,661,662,1,662,26,32,51897,35032,5.203396166820231,0.557949096450998
663,35005000072,35,0.260258247653309,0.002245312030501,662,663,1,663,26,32,51897,35032,5.203396166820231,0.557949096450998
664,35005000073,35,0.651744273436918,0.012991984249499,663,664,1,664,26,32,51897,35032,5.203396166820231,0.557949096450998
665,35005000074,35,0.198422188097150,0.001938670327000,664,665,1,665,26,32,51897,35032,5.203396166820231,0.557949096450998
666,35005000081,35,0.026455700478593,0.000043045288000,665,666,1,666,26,32,51897,35032,5.203396166820231,0.557949096450998
667,35005000082,35,0.032227439870924,0.000040388267000,666,667,1,667,26,32,51897,35032,5.203396166820231,0.557949096450998
668,35005000083,35,0.030693998373408,0.000039222370000,667,668,1,668,26,32,51897,35032,5.203396166820231,0.557949096450998
669,35005000084,35,0.053105125586153,0.000104052808000,668,669,1,669,26,32,51897,35032,5.203396166820231,0.557949096450998
670,35005000085,35,0.032450547688252,0.000064915491000,669,670,1,670,26,32,51897,35032,5.203396166820231,0.557949096450998
671,35005000090,35,0.041073150733864,0.000096307604500,670,671,1,671,26,32,51897,35032,5.203396166820231,0.557949096450998
672,35005000091,35,0.040807794594344,0.000095559019500,671,672,1,672,26,32,51897,35032,5.203396166820231,0.557949096450998
673,35005000092,35,0.262554076042248,0.003415947261500,672,673,1,673,26,32,51897,35032,5.203396166820231,0.557949096450998
674,35005000093,35,0.099164554527815,0.000466416832000,673,674,1,674,26,32,51897,35032,5.203396166820231,0.557949096450998
675,35005000094,35,0.263624970585559,0.002836464720500,674,675,1,675,26,32,51897,35032,5.203396166820231,0.557949096450998
676,35005000095,35,0.050653262277921,0.000117583782000,675,676,1,676,26,32,51897,35032,5.203396166820231,0.557949096450998
677,35005000101,35,0.794045564807920,0.028088215005501,676,677,1,677,26,32,51897,35032,5.203396166820231,0.557949096450998
678,35005000102,35,0.695844219586558,0.019218749909501,677,678,1,678,26,32,51897,35032,5.203396166820231,0.557949096450998
679,35005000103,35,1.846572557437732,0.072604272741499,678,679,1,679,26,32,51897,35032,5.203396166820231,0.557949096450998
680,35005000104,35,2.263568594132942,0.296471773859001,679,680,1,680,26,32,51897,35032,5.203396166820231,0.557949096450998
681,35005000105,35,1.563349193874849,0.080645263990003,680,681,1,681,27,33,51905,35033,7.060402296622091,1.664019922044009
682,35005000106,35,1.358793871272358,0.049282013163498,681,682,1,682,26,32,51897,35032,5.203396166820231,0.557949096450998
683,35006000001,35,3.280753423298358,0.281495249347501,682,683,1,683,24,30,48020,35030,10.522334260115246,1.323265848117495
684,35006000002,35,1.272257265453133,0.048976120483498,683,684,1,684,24,30,48020,35030,10.522334260115246,1.323265848117495
685,35006000003,35,0.378621907101889,0.005038637158501,684,685,1,685,24,30,48020,35030,10.522334260115246,1.323265848117495
686,35006000004,35,0.909817605294962,0.024904662444501,685,686,1,686,34,4,48235,35004,9.749321293540461,1.013702349485003
687,35006000005,35,1.633253846071645,0.104444276976499,686,687,1,687,34,4,48235,35004,9.749321293540461,1.013702349485003
688,35006000006,35,0.974521816368844,0.029000387218499,687,688,1,688,34,4,48235,35004,9.749321293540461,1.013702349485003
689,35006000007,35,1.707393080765737,0.109636979086000,688,689,1,689,34,4,48235,35004,9.749321293540461,1.013702349485003
690,35006000008,35,0.083200494643487,0.000259711461500,689,690,1,690,34,4,48235,35004,9.749321293540461,1.013702349485003
691,35006000009,35,0.048356004267904,0.000117713491000,690,691,1,691,24,30,48020,35030,10.522334260115246,1.323265848117495
692,35006000010,35,0.060652660427543,0.000201687023500,691,692,1,692,34,4,48235,35004,9.749321293540461,1.013702349485003
693,35006000011,35,0.040891474071942,0.000097156909500,692,693,1,693,34,4,48235,35004,9.749321293540461,1.013702349485003
694,35006000012,35,0.040284424610740,0.000055735195500,693,694,1,694,34,4,48235,35004,9.749321293540461,1.013702349485003
695,35006000013,35,0.200266618760376,0.001010351523500,694,695,1,695,34,4,48235,35004,9.749321293540461,1.013702349485003
696,35006000014,35,0.348877029541431,0.004028321456000,695,696,1,696,34,4,48235,35004,9.749321293540461,1.013702349485003
697,35006000015,35,1.131067879205299,0.029629181710000,696,697,1,697,34,4,48235,35004,9.749321293540461,1.013702349485003
698,35006000016,35,0.127102389853458,0.000517707040499,697,698,1,698,34,4,48235,35004,9.749321293540461,1.013702349485003
699,35006000017,35,2.075551636745407,0.173967191129498,698,699,1,699,24,30,48020,35030,10.522334260115246,1.323265848117495
700,35006000018,35,0.679095272066710,0.015367169801000,699,700,1,700,24,30,48020,35030,10.522334260115246,1.323265848117495
701,35006000019,35,1.561052428992026,0.050512515931001,700,701,1,701,24,30,48020,35030,10.522334260115246,1.323265848117495
702,35006000020,35,1.917791609206739,0.146450129466998,701,702,1,702,24,30,48020,35030,10.522334260115246,1.323265848117495
703,35006000021,35,0.921720826923585,0.024460188263000,702,703,1,703,24,30,48020,35030,10.522334260115246,1.323265848117495
704,35006000022,35,1.087916863114673,0.026921430799998,703,704,1,704,24,30,48020,35030,10.522334260115246,1.323265848117495
705,35006000023,35,0.490614070845052,0.006275650174499,704,705,1,705,24,30,48020,35030,10.522334260115246,1.323265848117495
706,35006000024,35,0.556064799540805,0.005754802275500,705,706,1,706,24,30,48020,35030,10.522334260115246,1.323265848117495
707,35006000025,35,0.338271120707248,0.003672271208000,706,707,1,707,24,30,48020,35030,10.522334260115246,1.323265848117495
708,35006000026,35,1.532867745841065,0.058888871682502,707,708,1,708,34,4,48235,35004,9.749321293540461,1.013702349485003
709,35006000027,35,0.315226135227131,0.004415285706501,708,709,1,709,24,30,48020,35030,10.522334260115246,1.323265848117495
710,35006000028,35,0.095611217346976,0.000226310835000,709,710,1,710,34,4,48235,35004,9.749321293540461,1.013702349485003
711,35006000029,35,0.465730687731397,0.004054275953501,710,711,1,711,24,30,48020,35030,10.522334260115246,1.323265848117495
712,35007000001,35,1.883239874101597,0.052655673437000,711,712,1,712,41,8,48310,35008,14.176693575452417,3.951687610210502
713,35007000002,35,2.269195607537823,0.147067222161500,712,713,1,713,41,8,48310,35008,14.176693575452417,3.951687610210502
714,35007000003,35,1.916412320946338,0.085884169623499,713,714,1,714,41,8,48310,35008,14.176693575452417,3.951687610210502
715,35007000004,35,1.893968180692859,0.081499918721999,714,715,1,715,41,8,48310,35008,14.176693575452417,3.951687610210502
716,35007000005,35,2.691212114958203,0.174679759621003,715,716,1,716,41,8,48310,35008,14.176693575452417,3.951687610210502
717,35007000007,35,2.249806854465605,0.090309947442000,716,717,1,717,41,8,48310,35008,14.176693575452417,3.951687610210502
718,35007000008,35,0.489504055300344,0.007503088422000,717,718,1,718,41,8,48310,35008,14.176693575452417,3.951687610210502
719,35007000009,35,1.024798861716820,0.022072681618002,718,719,1,719,41,8,48310,35008,14.176693575452417,3.951687610210502
720,35007000010,35,2.081677541631965,0.128217026241500,719,720,1,720,41,8,48310,35008,14.176693575452417,3.951687610210502
721,35007000011,35,0.283294624338771,0.001874745405500,720,721,1,721,41,8,48310,35008,14.176693575452417,3.951687610210502
722,35007000012,35,0.070131697694328,0.000090806066000,721,722,1,722,41,8,48310,35008,14.176693575452417,3.951687610210502
723,35007000013,35,0.020259779617700,0.000017515248000,722,723,1,723,41,8,48310,35008,14.176693575452417,3.951687610210502
724,35007000014,35,0.062560162330374,0.000086543306500,723,724,1,724,41,8,48310,35008,14.176693575452417,3.951687610210502
725,35007000015,35,0.217627820553972,0.001030890966000,724,725,1,725,41,8,48310,35008,14.176693575452417,3.951687610210502
726,35007000016,35,2.112945596784846,0.150781745283001,725,726,1,726,41,8,48310,35008,14.176693575452417,3.951687610210502
727,35007000017,35,0.065315663544919,0.000151983832000,726,727,1,727,41,8,48310,35008,14.176693575452417,3.951687610210502
728,35007000018,35,0.130234774733511,0.000708921097000,727,728,1,728,41,8,48310,35008,14.176693575452417,3.951687610210502
729,35007000019,35,0.050960770505916,0.000107761961500,728,729,1,729,41,8,48310,35008,14.176693575452417,3.951687610210502
730,35007000020,35,0.053588214870606,0.000088615312500,729,730,1,730,41,8,48310,35008,14.176693575452417,3.951687610210502
731,35007000021,35,0.346237486205138,0.002092880993500,730,731,1,731,41,8,48310,35008,14.176693575452417,3.951687610210502
732,35007000022,35,1.331189606781170,0.036068100849000,731,732,1,732,41,8,48310,35008,14.176693575452417,3.951687610210502
733,35009000001,35,1.115134676605475,0.063120416243503,732,733,1,733,40,7,51810,35007,9.772663765317487,1.991441983102002
734,35009000002,35,0.933051508764141,0.035245567686001,733,734,1,734,40,7,51810,35007,9.772663765317487,1.991441983102002
735,35009000003,35,0.852047999961309,0.041136786720001,734,735,1,735,40,7,51810,35007,9.772663765317487,1.991441983102002
736,35009000004,35,1.360375765186931,0.079218247442002,735,736,1,736,40,7,51810,35007,9.772663765317487,1.991441983102002
737,35009000005,35,0.114311472887357,0.000688413559000,736,737,1,737,20,27,51855,35027,7.436889314419262,2.347302385567501
738,35009000006,35,0.086721645029531,0.000417523279500,737,738,1,738,40,7,51810,35007,9.772663765317487,1.991441983102002
739,35009000007,35,0.064377850883225,0.000256063575000,738,739,1,739,40,7,51810,35007,9.772663765317487,1.991441983102002
740,35009000008,35,0.046781119032207,0.000128333670000,739,740,1,740,40,7,51810,35007,9.772663765317487,1.991441983102002
741,35009000009,35,0.046663520770777,0.000127703936500,740,741,1,741,40,7,51810,35007,9.772663765317487,1.991441983102002
742,35009000010,35,0.508019620356149,0.012000834858000,741,742,1,742,40,7,51810,35007,9.772663765317487,1.991441983102002
743,35009000011,35,0.051388294565724,0.000147065525000,742,743,1,743,40,7,51810,35007,9.772663765317487,1.991441983102002
744,35009000012,35,0.048872449052360,0.000113609923500,743,744,1,744,40,7,51810,35007,9.772663765317487,1.991441983102002
745,35009000013,35,0.032655105539261,0.000060131137000,744,745,1,745,40,7,51810,35007,9.772663765317487,1.991441983102002
