,block_vtda,total,nh_black,weighted_blk_sl_dist
145,51015000303,2152,21,18174.72407956183
146,51015000304,1679,17,16546.677169514835
147,51015000401,2016,20,19890.22103517252
148,51015000402,1836,7,18131.011428540427
149,51015000403,3169,678,30321.02426071581
150,51015000404,624,1,5846.851768980643
151,51015000405,2480,77,25193.166468566098
152,51015000501,3474,142,35844.334077820284
153,51015000502,1477,30,14800.459363848919
154,51015000503,1707,4,17692.057936964713
155,51015000504,4577,124,47787.584556029266
156,51015000601,2493,84,26923.29845978617
157,51015000602,5508,99,58248.252641948944
158,51015000603,3425,132,36771.91140997096
159,51015000801,2708,40,29087.038392220522
160,51015000802,4287,186,45592.74018398976
161,51015000803,5212,512,55023.92248642989
162,51017000101,767,30,8513.286986808465
163,51017000102,143,3,1565.1437132049098
164,51017000201,726,47,8054.498927546675
165,51017000301,671,6,7214.539299930622
166,51017000302,231,1,2560.0051708198043
167,51017000401,873,10,9896.157040429629
168,51017000501,798,17,8804.929097084449
169,51019000101,3728,57,49496.494618471566
170,51019000102,1428,8,18945.01616256673
171,51019000103,2682,115,37022.96514304565
172,51019000104,2460,23,32139.547046132506
173,51019000201,1329,134,20187.08718900796
174,51019000202,1997,117,29358.519173638502
175,51019000203,3506,146,56240.563013482206
176,51019000204,1306,82,22055.6479718033
177,51019000205,2409,63,42923.104168500824
178,51019000301,3352,178,55261.418281035454
179,51019000302,2431,204,38518.879567154465
180,51019000303,1411,67,24787.34179366808
181,51019000304,1416,110,23090.59582720203
182,51019000305,1302,116,23524.4655988064
183,51019000306,2004,96,33008.94114061568
184,51019000401,3629,227,54152.3787656865
185,51019000402,2152,188,33916.68340278888
186,51019000403,4787,295,74348.60614462965
187,51019000404,2829,115,44895.8404283329
188,51019000502,1072,90,14229.622499745223
189,51019000503,1125,85,15012.582345369421
190,51019000504,1580,119,20828.568017393092
191,51019000505,2852,184,41091.72500825776
192,51019000506,4839,208,71552.11771277848
193,51019000601,2412,57,29678.605091499
194,51019000602,3048,32,39491.668326426894
195,51019000603,812,36,10441.540900943974
196,51019000604,4316,583,60870.94517592887
197,51019000701,3345,151,49618.946024764344
198,51019000702,1638,115,23337.66967422921
199,51019000703,1516,54,19670.124190968367
200,51019000704,4749,809,70573.22511916778
201,51021000101,701,0,4890.636499076117
202,51021000102,805,0,5632.179762575317
203,51021000201,284,0,2282.592810131933
204,51021000202,1359,7,9949.087238153206
205,51021000301,680,2,5198.016325352715
206,51021000302,976,114,8237.40411582042
207,51021000401,1465,44,10256.856722538038
208,51023000101,3744,164,43322.134500292654
209,51023000102,3293,27,37379.99313793642
210,51023000201,3410,92,41159.43257195455
211,51023000202,3323,72,40579.72747587287
212,51023000301,3359,75,40075.10169328112
213,51023000302,2989,52,35606.23104462704
214,51023000403,2245,66,25852.486990475572
215,51023000406,4232,170,48842.485375896795
216,51023000501,2440,56,28847.304654909054
217,51023000502,4561,131,54925.4134789522
218,51025000101,754,329,23290.852780465266
219,51025000102,1144,395,35898.70118557102
220,51025000103,1146,289,35579.417420177124
221,51025000201,334,132,10578.782531977693
222,51025000202,1213,819,39472.85426176985
223,51025000203,1016,621,32768.02734612643
224,51025000301,302,125,9528.337578732495
225,51025000302,1305,504,40401.129626397946
226,51025000303,621,275,19835.65074727828
227,51025000304,615,240,18886.24925495285
228,51025000401,3731,2393,120977.81702715016
229,51025000402,570,390,18115.405522982517
230,51025000501,3098,2061,98038.02566550637
231,51027000102,830,0,5371.542107998277
232,51027000103,2129,3,13781.160007147007
233,51027000201,257,1,1649.033226320377
234,51027000202,1202,0,7731.228359105874
235,51027000203,1455,1,9406.036123727052
236,51027000301,1501,4,9668.00702546184
237,51027000302,1502,5,9673.374367396662
238,51027000403,2091,149,13447.248250232487
239,51027000404,1141,429,7328.489980970944
240,51027000501,1360,0,8740.26950489904
241,51027000502,401,0,2587.5835591390546
242,51027000503,1067,2,6860.710956516583
243,51027000601,831,0,5408.758285027563
244,51027000602,1173,4,7562.269590055531
245,51027000603,715,2,4641.4320661280335
246,51027000701,1600,3,10301.86891076275
247,51027000702,1100,10,7076.9536587482025
248,51029000101,2018,725,26703.664630209372
249,51029000102,506,74,6923.630139285178
250,51029000201,2477,1153,37691.059511819825
251,51029000301,1359,386,22146.142728844192
252,51029000302,1129,215,18846.20683223432
253,51029000401,2394,593,36325.54502565608
254,51029000501,1110,220,17018.11864816496
255,51029000502,1349,238,18902.339600395764
256,51029000601,2138,859,30145.273668981466
257,51029000701,2344,927,34480.902297282904
258,51031000101,3938,320,63618.55887843743
259,51031000102,4506,512,75437.64282566216
260,51031000201,3948,460,65833.51965465941
261,51031000202,4581,352,79528.63569760165
262,51031000301,1587,201,28616.596802375756
263,51031000302,1417,157,26666.09114077059
264,51031000303,4510,1150,84629.78113506633
265,51031000401,2558,195,50082.6401070142
266,51031000402,5147,586,96624.37451604422
267,51031000501,5587,685,95235.19687998183
268,51031000502,2864,439,53577.727463122275
269,51031000601,3429,506,58931.459127726244
270,51031000602,4173,525,70621.95221462534
271,51031000701,2663,669,56255.14089312098
272,51031000702,3500,773,70934.11740749465
273,51031000703,1288,231,25588.307923440963
274,51033000101,2769,489,50924.92833579462
275,51033000102,1960,415,45670.47711903927
276,51033000201,2772,710,45605.10633611173
277,51033000202,3230,543,55970.668114889806
278,51033000301,1674,225,33775.91158520452
279,51033000302,3242,673,58607.5308372076
280,51033000401,3715,1393,92975.25566222968
281,51033000402,1042,435,20459.256173764134
282,51033000501,2818,1121,53256.88286198434
283,51033000502,2454,634,49087.395463101326
284,51033000601,2962,631,49589.586800495505
285,51033000602,2249,358,36775.44161491668
286,51035000101,1537,14,17112.34141580668
287,51035000102,1779,3,17872.58369749993
288,51035000103,1040,1,9902.974592254352
289,51035000105,1345,7,12602.365753579434
290,51035000201,3292,14,30820.051446395653
291,51035000202,1130,4,13109.606245307676
292,51035000203,1462,4,15234.332897480394
293,51035000301,3849,13,35163.38166650279
294,51035000302,1197,1,10925.572701156672
295,51035000303,712,4,6745.149402914225
296,51035000401,2785,10,25344.600615899966
297,51035000402,2550,34,23126.18624485375
298,51035000406,567,24,5112.392358414465
299,51035000501,926,4,8232.601324677165
300,51035000502,2450,12,22081.194158654445
301,51035000503,1221,10,11045.498098138596
302,51035000504,1313,4,11773.63183568458
303,51036000101,2361,870,86469.70133594271
304,51036000201,2205,978,80372.24577977655
305,51036000301,2207,988,77117.49212654258
306,51037000101,1823,487,38755.46002721015
307,51037000201,1497,478,35870.74692871658
308,51037000302,1628,502,37716.69921954011
309,51037000401,1735,413,40057.60202556796
310,51037000501,1787,391,36530.199301514716
311,51037000602,1630,387,33882.50650256375
312,51037000702,1429,482,33048.882267607456
313,51041000101,4659,1150,165917.85804108265
314,51041000102,6761,1374,242347.74099155478
315,51041000103,6829,1718,249334.85757993895
316,51041000104,5839,1112,208876.17750607745
317,51041000105,7987,2014,261342.55991560724
318,51041000106,7935,2857,280442.0457639494
319,51041000107,4941,1836,176842.9486799911
320,51041000108,6790,1645,240616.71152599805
321,51041000109,7747,1934,281854.0581212549
322,51041000110,2902,770,104767.06124861594
323,51041000111,3574,846,122110.92232005965
324,51041000112,4015,1279,142619.53825147217
325,51041000113,4469,1558,154616.6901769993
326,51041000201,4832,1214,162532.02315108737
327,51041000202,6142,2269,201850.59070149792
328,51041000203,1941,320,65629.47124459609
329,51041000204,2852,822,84646.94625597667
330,51041000205,6186,2392,194886.48967302652
331,51041000206,4361,2122,134715.04561662843
332,51041000207,2445,1262,76089.80174158662
333,51041000208,5369,2250,169974.46173056017
334,51041000209,6527,1632,226482.69580002772
335,51041000210,6359,2632,192295.13794269238
336,51041000211,5491,876,179052.3900499889
337,51041000212,3053,869,87335.1386753133
338,51041000213,3275,1482,102624.7173877065
339,51041000214,2235,689,71414.37202977657
340,51041000215,2554,1116,83426.10905409517
341,51041000216,5198,2805,160428.72738842893
342,51041000301,8320,5551,291296.1169147578
343,51041000302,2057,229,52600.18386997948
344,51041000303,5941,2194,199588.86265539634
345,51041000304,3383,553,102923.40508115535
346,51041000305,1713,102,51576.791212160526
347,51041000306,5020,371,134718.7371311315
348,51041000307,8778,1162,216624.10847832952
349,51041000308,2143,537,56222.09813714402
350,51041000309,4463,298,99876.80430492564
351,51041000310,4254,277,105300.5872375884
352,51041000313,6561,608,157835.32531695368
353,51041000314,2211,218,73023.3229337332
354,51041000315,4805,540,133053.46541348542
355,51041000316,4903,801,128096.96849042474
356,51041000317,6293,972,167629.50413694145
357,51041000318,1481,300,41629.00347665901
358,51041000319,7089,653,162539.69819783414
359,51041000401,2571,243,65661.14051098036
360,51041000402,2654,648,72628.11285328049
361,51041000403,5016,468,122735.327864303
362,51041000404,4462,1003,131612.71048080502
363,51041000405,4073,736,118231.27146434481
364,51041000406,3236,175,84526.85728749508
365,51041000407,2422,191,64181.59006354646
366,51041000408,6372,1794,178776.29656477727
367,51041000409,2313,712,70040.37176637993
368,51041000410,2828,552,78987.33291115864
369,51041000411,3944,261,99226.63531910267
370,51041000412,5894,1002,155830.84728967916
371,51041000413,4221,863,115445.45131683542
372,51041000414,8153,1557,223964.6646682971
373,51041000415,4606,488,120547.56381637671
374,51041000416,3443,518,82850.72202205234
375,51041000417,2946,176,69670.00134601277
376,51041000501,4233,637,120093.58539282336
377,51041000502,2050,101,59626.33482739991
378,51041000503,4948,426,118105.00535930585
379,51041000504,6057,214,156048.3026768156
380,51041000505,3978,142,110923.81068871947
381,51041000506,4407,535,120903.7557312776
382,51041000507,5328,131,129887.63714298738
383,51041000508,4933,648,124764.02618618384
384,51041000509,3784,796,100384.66446114199
385,51041000510,4203,169,106748.19374097751
386,51041000511,2735,65,68711.11165252565
387,51041000513,3406,1110,100136.97786687674
388,51041000514,5221,378,129742.46481190706
389,51041000515,6027,2704,183850.1717484564
390,51041000516,2975,1365,90082.98938806771
391,51041000517,3251,152,73459.6560149247
392,51041000518,5175,321,122638.98297869522
393,51043000101,3079,41,21036.43350228912
394,51043000201,2988,234,20597.40287248339
395,51043000301,2111,101,14925.013372912561
396,51043000302,907,14,6385.560091450054
397,51043000401,2873,105,20114.181130825986
398,51043000501,2068,63,14317.796366218632
399,51043000502,757,6,5240.952266666722
400,51045000101,952,0,10163.627641413354
401,51045000201,962,8,9966.526160758882
402,51045000301,623,1,5948.402764358941
403,51045000303,394,0,3921.71903319369
404,51045000401,342,1,3808.863605080705
405,51045000402,93,0,927.3268022267845
406,51045000403,559,0,5535.002818968752
407,51045000501,967,1,10491.607282716712
408,51047000101,7853,1195,99961.39147881982
409,51047000201,8495,1742,109912.43577225566
410,51047000302,2786,135,30147.939710958515
411,51047000303,2497,225,30597.098841775118
412,51047000304,1795,241,23083.010794717255
413,51047000401,2917,291,31912.917905537637
414,51047000402,4515,415,50901.39351506067
415,51047000501,3583,208,36617.166080055285
416,51047000502,3236,109,35616.73971065726
417,51047000601,1592,427,21064.21343654679
418,51047000602,4268,522,53639.88002103125
419,51047000603,1931,283,24699.792485814036
420,51047000702,4142,426,54823.905684564575
421,51047000703,1948,199,28700.99707737621
422,51047000704,994,35,16964.026477674917
423,51049000101,1940,500,29043.01678158148
424,51049000201,2048,448,35270.24342910131
425,51049000301,1797,759,31610.406121995606
426,51049000401,1896,443,33134.621374706265
427,51049000501,1994,667,37488.80432198904
428,51051000101,2941,3,19032.837078346343
429,51051000201,1078,2,7022.480279396883
430,51051000202,365,2,2371.1811803244937
431,51051000203,1284,24,8290.322353660451
432,51051000301,403,0,2634.946910108759
433,51051000302,809,0,5279.779957073089
434,51051000303,1574,0,10236.926308566992
435,51051000401,2942,13,18929.35011350453
436,51051000501,693,0,4457.206903467996
437,51051000502,2035,4,13126.30597108782
438,51053000101,1064,149,32342.09830443149
439,51053000102,1798,261,56412.34248745163
440,51053000103,2488,239,74858.65420745769
441,51053000201,2045,714,68045.84632571157
442,51053000202,4027,991,131573.6965569681
443,51053000301,1102,187,38989.07279284525
444,51053000302,1949,492,66972.82958602099
445,51053000303,2695,913,91083.80268482656
446,51053000401,2578,650,83742.31863672592
447,51053000402,1810,438,58650.525951745134
448,51053000403,1003,396,33378.17421308159
449,51053000501,1030,556,35442.408143851084
450,51053000502,4358,2129,147447.31419200276
451,51057000101,2735,1167,72993.95112697419
452,51057000201,2459,1159,61130.06384597981
453,51057000301,2525,549,69646.12251603475
454,51057000401,2880,868,77384.60017021104
455,51059000104,3433,94,36053.64097649165
456,51059000105,6966,447,67525.8340079505
457,51059000106,10647,676,113117.76223220254
458,51059000108,3492,152,39673.06085629275
459,51059000109,1695,32,15805.929620143015
460,51059000110,7471,332,93649.2798027501
461,51059000113,5690,187,59491.627364507316
462,51059000114,3000,74,26242.214015813606
463,51059000115,2680,67,31646.89703418441
464,51059000116,3131,98,31383.75659316694
465,51059000117,4092,196,33412.099235093345
466,51059000118,6448,441,66678.48829270569
467,51059000119,5829,302,55432.20958193592
468,51059000120,4177,140,33332.484466729176
469,51059000121,3349,226,22788.88925934854
470,51059000123,6178,315,51566.79988119402
471,51059000125,4247,149,47755.54643575321
472,51059000126,3658,286,33897.7883589489
473,51059000127,7134,446,76376.38919507715
474,51059000128,3840,355,47558.64313791332
475,51059000129,2644,150,35702.486654553686
476,51059000130,3418,178,38149.16532075507
477,51059000131,6018,497,43138.92303646109
478,51059000132,8350,987,57963.004777960254
479,51059000133,1045,72,12341.417258694519
480,51059000134,6470,1897,46178.63694577323
481,51059000201,5210,257,35764.12104040365
482,51059000202,4018,31,24627.953559439993
483,51059000203,4986,179,35819.47412641641
484,51059000204,1914,105,11601.99044313898
485,51059000208,7340,797,49454.63364966679
486,51059000209,4939,717,32009.72015381509
487,51059000213,5796,85,38305.4383145175
488,51059000214,4641,88,28768.571483969692
489,51059000216,2948,73,21762.820064722273
490,51059000218,3088,155,18716.36055007515
491,51059000219,5518,186,34687.25456346147
492,51059000220,7457,1237,52534.04028051399
493,51059000221,3446,124,22848.285162348402
494,51059000222,3258,355,21574.353216965905
495,51059000223,5354,349,35543.51512372585
496,51059000224,6496,296,42024.84369508562
497,51059000225,7133,1054,48225.32066080132
498,51059000226,4499,58,27363.36927559318
499,51059000227,2344,42,14478.040253796113
500,51059000229,6059,183,42867.38500356024
501,51059000233,4455,123,29393.755369686725
502,51059000234,3545,189,23985.72116224995
503,51059000235,5689,492,41032.411972611066
504,51059000236,1812,92,12438.341560741177
505,51059000237,8579,1163,61844.268117390144
506,51059000238,5587,316,38932.30111967078
507,51059000240,3465,78,21501.32759557623
508,51059000301,5027,72,46087.00393184102
509,51059000302,3501,66,34181.344135685635
510,51059000303,2192,52,18484.2911336844
511,51059000304,3095,74,21315.842453002206
512,51059000305,3470,63,33094.46191608282
513,51059000306,2618,33,16034.77402934419
514,51059000307,3741,39,35799.58836157132
515,51059000309,5058,150,31232.574236760694
516,51059000310,3207,47,29397.55826351684
517,51059000311,2769,27,24622.579291811635
518,51059000312,4111,69,38465.76242159258
519,51059000314,3723,105,32579.967369374128
520,51059000315,5623,184,51211.192831111475
521,51059000316,1298,47,12115.130014030812
522,51059000317,3404,99,31931.842634741657
523,51059000318,2099,50,19403.112085537072
524,51059000319,7100,504,49629.22881458995
525,51059000320,8972,673,63380.872139477244
526,51059000321,5395,248,37832.92812589641
527,51059000322,4246,70,27021.66715204969
528,51059000323,3178,50,19325.596676412788
529,51059000324,8563,837,60933.51398875878
530,51059000325,6231,767,44186.12358552825
531,51059000327,4644,193,31802.344909075426
532,51059000328,4489,90,28243.65419174018
533,51059000329,4600,107,30826.03156781452
