plan,dist,statefips,state,black_alone,black_combo,pop,nh_white,hisp,seg_hisp,seg_nh_white,seg_nh_black,seg_black_alone,seg_black_combo
244,4,01,AL,121384,129095,716853,520493,40256,-.48667994,7.9377913,-6.4400072,-6.4855123,-6.7248721
244,5,01,AL,119748,131631,719069,495304,48878,-.35533625,.15553087,-.05158706,-.055620693,-.032218646
244,6,01,AL,165150,174412,715756,475033,35454,-.080005422,12.251479,-12.087301,-12.133356,-12.206297
244,1,01,AL,188860,198778,720935,456810,27195,.0387276,.34046987,-.37984431,-.38236707,-.38804945
244,2,01,AL,282895,294723,716351,350937,36097,.79162449,-2.6429956,1.3375807,1.3823844,1.5223011
244,7,01,AL,304453,313365,719116,345155,35830,-.49326622,-4.7893763,6.0306311,6.0414672,6.1020555
245,6,01,AL,74526,82619,718737,555248,48941,.2314769,10.560541,-10.816318,-10.84971,-10.932723
245,4,01,AL,119321,127598,721194,522613,42499,-.1193206,9.3008375,-8.4898567,-8.5383205,-8.6951809
245,5,01,AL,117428,129258,718776,497746,48972,-.34203434,.41682452,-.27753967,-.28048605,-.2575931
245,1,01,AL,178021,187900,716017,464560,27484,.035540488,2.0640166,-1.8609447,-1.8639406,-1.8770885
245,3,01,AL,197631,209204,715729,441831,33621,.30816168,6.4059668,-6.7092423,-6.718123,-6.6257377
245,7,01,AL,290373,299201,716659,351092,38467,-.097895712,-3.7404339,4.2425423,4.2533479,4.3147445
245,2,01,AL,318862,328956,717167,338261,24063,-.84715116,-5.7585101,7.1565118,7.1778097,7.1873169
246,4,01,AL,59231,67501,719241,564639,54413,.70884854,9.1773863,-8.8344584,-8.8958311,-9.1966915
246,5,01,AL,112896,124219,717760,502389,50052,-.15066957,.40888798,-.7937898,-.78427047,-.68082869
246,3,01,AL,125393,134429,716933,520975,32522,-.7852267,11.380481,-10.403419,-10.44662,-10.446773
246,1,01,AL,186487,196387,717654,455590,27197,.04926547,.36754233,-.49181613,-.49231291,-.49449867
246,2,01,AL,197528,209166,715197,441402,32888,.28255624,8.9788256,-9.3608341,-9.3686056,-9.3169689
246,6,01,AL,288824,297594,718364,353308,38835,-.096228473,-3.3669314,3.803839,3.8148537,3.8626916
246,7,01,AL,325803,335440,719130,333048,28140,-.84028268,-7.6064849,9.2328987,9.2603378,9.2933178
247,4,01,AL,59231,67501,719241,564639,54413,.70884854,9.1773863,-8.8344584,-8.8958311,-9.1966915
247,5,01,AL,112896,124219,717760,502389,50052,-.15066957,.40888798,-.7937898,-.78427047,-.68082869
247,3,01,AL,125393,134429,716933,520975,32522,-.7852267,11.380481,-10.403419,-10.44662,-10.446773
247,1,01,AL,186487,196387,717654,455590,27197,.04926547,.36754233,-.49181613,-.49231291,-.49449867
247,2,01,AL,197528,209166,715197,441402,32888,.28255624,8.9788256,-9.3608341,-9.3686056,-9.3169689
247,6,01,AL,288824,297594,718364,353308,38835,-.096228473,-3.3669314,3.803839,3.8148537,3.8626916
247,7,01,AL,325803,335440,719130,333048,28140,-.84028268,-7.6064849,9.2328987,9.2603378,9.2933178
248,4,01,AL,59231,67501,719241,564639,54413,.70884854,9.1773863,-8.8344584,-8.8958311,-9.1966915
248,5,01,AL,112896,124219,717760,502389,50052,-.15066957,.40888798,-.7937898,-.78427047,-.68082869
248,3,01,AL,125393,134429,716933,520975,32522,-.7852267,11.380481,-10.403419,-10.44662,-10.446773
248,1,01,AL,186487,196387,717654,455590,27197,.04926547,.36754233,-.49181613,-.49231291,-.49449867
248,2,01,AL,197528,209166,715197,441402,32888,.28255624,8.9788256,-9.3608341,-9.3686056,-9.3169689
248,6,01,AL,288824,297594,718364,353308,38835,-.096228473,-3.3669314,3.803839,3.8148537,3.8626916
248,7,01,AL,325803,335440,719130,333048,28140,-.84028268,-7.6064849,9.2328987,9.2603378,9.2933178
249,4,01,AL,59231,67501,719241,564639,54413,.70884854,9.1773863,-8.8344584,-8.8958311,-9.1966915
249,5,01,AL,112896,124219,717760,502389,50052,-.15066957,.40888798,-.7937898,-.78427047,-.68082869
249,3,01,AL,125393,134429,716933,520975,32522,-.7852267,11.380481,-10.403419,-10.44662,-10.446773
249,1,01,AL,186487,196387,717654,455590,27197,.04926547,.36754233,-.49181613,-.49231291,-.49449867
249,2,01,AL,197528,209166,715197,441402,32888,.28255624,8.9788256,-9.3608341,-9.3686056,-9.3169689
249,6,01,AL,288824,297594,718364,353308,38835,-.096228473,-3.3669314,3.803839,3.8148537,3.8626916
249,7,01,AL,325803,335440,719130,333048,28140,-.84028268,-7.6064849,9.2328987,9.2603378,9.2933178
250,4,01,AL,59231,67501,719241,564639,54413,.70884854,9.1773863,-8.8344584,-8.8958311,-9.1966915
250,5,01,AL,112896,124219,717760,502389,50052,-.15066957,.40888798,-.7937898,-.78427047,-.68082869
250,3,01,AL,125393,134429,716933,520975,32522,-.7852267,11.380481,-10.403419,-10.44662,-10.446773
250,1,01,AL,186487,196387,717654,455590,27197,.04926547,.36754233,-.49181613,-.49231291,-.49449867
250,2,01,AL,197528,209166,715197,441402,32888,.28255624,8.9788256,-9.3608341,-9.3686056,-9.3169689
250,6,01,AL,288824,297594,718364,353308,38835,-.096228473,-3.3669314,3.803839,3.8148537,3.8626916
250,7,01,AL,325803,335440,719130,333048,28140,-.84028268,-7.6064849,9.2328987,9.2603378,9.2933178
251,4,01,AL,56151,63904,715381,580238,40874,-.60633749,13.205195,-11.765218,-11.841526,-12.108761
251,5,01,AL,110487,121886,715805,489680,61287,1.2419375,-1.1388561,-.36108491,-.35166559,-.33659706
251,6,01,AL,177338,185662,720614,464396,36626,-.22786073,9.9512739,-9.9266176,-9.9573336,-10.050985
251,3,01,AL,177382,188194,716644,469151,29247,-1.1631248,2.652143,-1.5367795,-1.5193251,-1.3726614
251,1,01,AL,193656,203350,717247,450865,26936,.0096747298,.17052759,.038376991,.036551204,.011563114
251,2,01,AL,255054,266502,718385,389015,32530,.2330551,2.1260309,-2.3339422,-2.3381178,-2.2643855
251,7,01,AL,326094,335238,720203,328006,36547,-.31805801,-7.6407547,9.0541124,9.0752573,9.1570606
252,4,01,AL,57119,64943,719570,583083,40994,-.59261489,13.206017,-11.793584,-11.870198,-12.132236
252,5,01,AL,110492,121900,717675,491225,61504,1.2421194,-1.0973111,-.39604557,-.38718173,-.37485918
252,3,01,AL,133852,143390,715682,510550,35701,-.80442548,6.539556,-5.2129912,-5.2343144,-5.1348133
252,1,01,AL,186714,196588,715715,453860,27152,.04881496,.29404825,-.36742276,-.36961925,-.37147823
252,2,01,AL,199272,210974,716497,439749,33502,.31060773,8.8895073,-9.3216696,-9.338872,-9.2796154
252,6,01,AL,285401,293954,720198,359885,36859,-.35467708,-2.3509133,2.9517932,2.9590836,2.9729369
252,7,01,AL,323312,332987,718942,332999,28335,-.67957354,-6.1647239,7.3154998,7.3518348,7.3637791
253,4,01,AL,91841,99665,716916,544360,42901,-.09859211,11.692883,-11.019873,-11.080487,-11.28789
253,6,01,AL,103088,112021,717058,529503,42953,-.49063277,7.2499156,-6.8758903,-6.9113507,-6.9087553
253,5,01,AL,117634,129408,718295,492987,55523,.59256357,-.33354253,-.24739559,-.23095629,-.18360116
253,1,01,AL,196472,206131,716909,447239,27405,.069264337,-.33188936,.47489181,.47572914,.4476276
253,3,01,AL,198465,209359,717874,444706,33620,.28915003,7.5872636,-7.5509849,-7.5706668,-7.5633144
253,7,01,AL,285187,293820,718338,360345,35952,-.4213033,-2.8908188,3.6905529,3.6980128,3.7272801
253,2,01,AL,303475,314332,718889,352211,25693,-.77196836,-3.6501901,4.701098,4.7270989,4.80757
254,4,01,AL,88790,96970,721041,551573,41920,-.53986716,11.034448,-9.7210293,-9.782176,-10.015549
254,5,01,AL,110487,121883,715343,489251,61279,1.246375,-1.1493775,-.3555809,-.34609008,-.33068019
254,3,01,AL,116306,125459,714398,525799,33339,-1.2690265,8.9990377,-7.7578921,-7.7862649,-7.7123384
254,1,01,AL,180065,190039,720892,465852,27516,.016105231,1.7722175,-1.7124931,-1.7149799,-1.7235161
254,2,01,AL,251095,261215,717756,389736,32472,.21739197,1.1154562,-1.589072,-1.5930387,-1.6045012
254,7,01,AL,271923,283275,718617,386676,27422,-.59383565,.34264696,1.1934328,1.2083349,1.2984135
254,6,01,AL,277496,285895,716232,362464,40099,.092343725,-2.8447175,3.1628089,3.1697173,3.1770818
255,4,01,AL,58760,66946,718641,573528,45686,-.23206037,11.045609,-9.8870621,-9.9592323,-10.248887
255,5,01,AL,112950,124397,714694,490183,58966,.87806559,-1.9232461,.6100024,.63303673,.73574609
255,6,01,AL,150906,159549,714310,482772,36689,-.42638937,9.8177834,-9.9517555,-9.9793386,-9.9637041
255,3,01,AL,167299,178777,720165,474546,33909,.012032517,9.913641,-10.21601,-10.229605,-10.170572
255,1,01,AL,184662,194592,721072,460624,27440,.034601919,.83659154,-.89974183,-.90564561,-.91434944
255,7,01,AL,310712,319723,717258,341274,35907,-.37728339,-6.018302,7.4802928,7.4939618,7.5651336
255,2,01,AL,310873,320752,718139,348424,25450,-.71913582,-4.3895679,6.0720906,6.0899081,6.0724878
256,5,01,AL,110494,121916,718251,491699,61554,1.2406644,-1.0847272,-.40803713,-.39934072,-.38627625
256,6,01,AL,114534,122412,715406,514350,40335,.057243727,16.771601,-17.644972,-17.694441,-17.796167
256,4,01,AL,134697,143126,720867,516662,35192,-1.081206,6.2848992,-3.9134672,-3.952801,-4.1741481
256,3,01,AL,182558,193433,717682,465511,28695,-1.2380387,2.1288919,-.94917583,-.93573618,-.77733916
256,1,01,AL,188572,198442,720835,456967,27060,.031992342,.43844074,-.50061214,-.50203043,-.51398772
256,2,01,AL,250547,261853,714488,391438,32012,.20213832,2.3411458,-2.2991805,-2.3058357,-2.2568867
256,7,01,AL,314760,323554,716750,334724,39199,-.040252563,-7.5572562,8.8793526,8.889226,8.9368191
257,5,01,AL,110491,121898,716574,490189,61480,1.2541616,-1.1294848,-.38121432,-.37213227,-.35796177
257,6,01,AL,114534,122412,715406,514350,40335,.057243727,16.771601,-17.644972,-17.694441,-17.796167
257,4,01,AL,131001,139303,720258,519750,35106,-1.0593339,6.5465126,-4.1931796,-4.2370949,-4.4708257
257,3,01,AL,182558,193433,717682,465511,28695,-1.2380387,2.1288919,-.94917583,-.93573618,-.77733916
257,1,01,AL,185443,195361,718165,456946,27344,.051991899,.51562786,-.63495868,-.63852084,-.64074081
257,2,01,AL,257375,268775,719444,389881,31888,.1475371,2.0350566,-1.9020432,-1.902328,-1.8523413
257,7,01,AL,314760,323554,716750,334724,39199,-.040252563,-7.5572562,8.8793526,8.889226,8.9368191
258,6,01,AL,94756,103394,714451,540372,39174,-.7245127,10.794115,-10.266711,-10.300904,-10.278128
258,5,01,AL,110742,122190,720167,493546,61352,1.2008001,-.9660548,-.46681848,-.45867714,-.44910812
258,4,01,AL,120116,128598,715469,515709,42165,-.36093122,7.4691095,-6.2716603,-6.3211222,-6.5076656
258,3,01,AL,182888,194385,720035,460507,33448,.26710418,8.94555,-9.2529602,-9.2670994,-9.2104082
258,1,01,AL,190784,200754,720328,454852,27371,.05110009,.19685353,-.17080472,-.16991445,-.17064886
258,7,01,AL,280854,289405,718006,365557,35616,-.43222615,-1.7639695,2.6093855,2.6142194,2.6378849
258,2,01,AL,316022,326010,715823,340808,24921,-.8450861,-5.3455772,7.0022283,7.0210466,7.0269284
259,6,01,AL,94756,103394,714451,540372,39174,-.7245127,10.794115,-10.266711,-10.300904,-10.278128
259,5,01,AL,110742,122190,720167,493546,61352,1.2008001,-.9660548,-.46681848,-.45867714,-.44910812
259,4,01,AL,120116,128598,715469,515709,42165,-.36093122,7.4691095,-6.2716603,-6.3211222,-6.5076656
259,3,01,AL,182888,194385,720035,460507,33448,.26710418,8.94555,-9.2529602,-9.2670994,-9.2104082
259,1,01,AL,190784,200754,720328,454852,27371,.05110009,.19685353,-.17080472,-.16991445,-.17064886
259,7,01,AL,280854,289405,718006,365557,35616,-.43222615,-1.7639695,2.6093855,2.6142194,2.6378849
259,2,01,AL,316022,326010,715823,340808,24921,-.8450861,-5.3455772,7.0022283,7.0210466,7.0269284
260,4,01,AL,61372,69783,720746,575510,43545,-.43551096,11.377509,-10.008676,-10.080746,-10.338136
260,5,01,AL,112772,124245,720680,496197,58969,.7786479,-1.8891566,.7538901,.7741459,.86843127
260,6,01,AL,163382,171964,720686,478386,38751,.087023303,12.26089,-12.309012,-12.347354,-12.396887
260,3,01,AL,175688,185938,715217,470055,28704,-.94545972,4.891109,-4.0152931,-4.0181999,-3.9449267
260,1,01,AL,184237,194097,715425,455765,27334,.054192424,.62003267,-.71413487,-.71883005,-.7251057
260,2,01,AL,283149,294366,715898,364495,30036,.014965472,-1.5258808,1.9351925,1.9538342,1.9943732
260,7,01,AL,315562,324343,715627,330943,36708,-.39193934,-6.532094,7.658514,7.673213,7.7116599
261,4,01,AL,97619,105138,715241,546105,34538,-1.481829,12.019523,-9.8247728,-9.888895,-10.163129
261,3,01,AL,110165,119340,717317,521335,45844,.17633992,7.1081033,-7.3754811,-7.3913689,-7.3106017
261,5,01,AL,122984,135102,719158,482979,57545,.87335527,-1.6186656,.49828672,.50229323,.56819779
261,1,01,AL,193814,203526,714890,448164,26771,.037861876,.0066162427,.12733619,.12992875,.10708357
261,2,01,AL,200184,211871,720174,442762,33824,.32717386,7.5931506,-7.95118,-7.9655342,-7.9036736
261,6,01,AL,279972,288411,717474,361743,39908,.056930616,-3.1360183,3.5439868,3.5505819,3.5622096
261,7,01,AL,291424,301348,720025,368263,25617,-.82701272,-2.6453366,4.1578655,4.1739454,4.1815019
262,4,01,AL,84222,93147,719745,554559,42345,-.33277506,11.242991,-9.8899584,-9.9503136,-10.144276
262,3,01,AL,102012,110071,718692,546104,33374,-1.1934831,10.870469,-9.3329744,-9.3793392,-9.4693327
262,5,01,AL,112381,123789,717757,493517,59035,.81971842,-1.855502,.62774968,.65021271,.73970264
262,1,01,AL,195391,205081,716734,448901,26758,.011917433,.041363388,.18346764,.1843053,.15733798
262,2,01,AL,196799,208642,715361,440502,32510,.27108672,8.4663296,-9.1393776,-9.1459122,-9.0655642
262,6,01,AL,286722,295376,718573,354497,39735,.052571427,-3.0991125,3.3417532,3.3484688,3.3802285
262,7,01,AL,318635,328630,717417,333271,30290,-.45798862,-6.3868785,7.4187894,7.437377,7.479569
263,4,01,AL,84222,93147,719745,554559,42345,-.33277506,11.242991,-9.8899584,-9.9503136,-10.144276
263,3,01,AL,102012,110071,718692,546104,33374,-1.1934831,10.870469,-9.3329744,-9.3793392,-9.4693327
263,5,01,AL,112381,123789,717757,493517,59035,.81971842,-1.855502,.62774968,.65021271,.73970264
263,1,01,AL,195391,205081,716734,448901,26758,.011917433,.041363388,.18346764,.1843053,.15733798
263,2,01,AL,196799,208642,715361,440502,32510,.27108672,8.4663296,-9.1393776,-9.1459122,-9.0655642
263,6,01,AL,286722,295376,718573,354497,39735,.052571427,-3.0991125,3.3417532,3.3484688,3.3802285
263,7,01,AL,318635,328630,717417,333271,30290,-.45798862,-6.3868785,7.4187894,7.437377,7.479569
264,4,01,AL,84222,93147,719745,554559,42345,-.33277506,11.242991,-9.8899584,-9.9503136,-10.144276
264,3,01,AL,102012,110071,718692,546104,33374,-1.1934831,10.870469,-9.3329744,-9.3793392,-9.4693327
264,5,01,AL,112381,123789,717757,493517,59035,.81971842,-1.855502,.62774968,.65021271,.73970264
264,1,01,AL,195391,205081,716734,448901,26758,.011917433,.041363388,.18346764,.1843053,.15733798
264,2,01,AL,196799,208642,715361,440502,32510,.27108672,8.4663296,-9.1393776,-9.1459122,-9.0655642
264,6,01,AL,286722,295376,718573,354497,39735,.052571427,-3.0991125,3.3417532,3.3484688,3.3802285
264,7,01,AL,318635,328630,717417,333271,30290,-.45798862,-6.3868785,7.4187894,7.437377,7.479569
265,4,01,AL,84222,93147,719745,554559,42345,-.33277506,11.242991,-9.8899584,-9.9503136,-10.144276
265,3,01,AL,102012,110071,718692,546104,33374,-1.1934831,10.870469,-9.3329744,-9.3793392,-9.4693327
265,5,01,AL,112381,123789,717757,493517,59035,.81971842,-1.855502,.62774968,.65021271,.73970264
265,1,01,AL,195391,205081,716734,448901,26758,.011917433,.041363388,.18346764,.1843053,.15733798
265,2,01,AL,196799,208642,715361,440502,32510,.27108672,8.4663296,-9.1393776,-9.1459122,-9.0655642
265,6,01,AL,286722,295376,718573,354497,39735,.052571427,-3.0991125,3.3417532,3.3484688,3.3802285
265,7,01,AL,318635,328630,717417,333271,30290,-.45798862,-6.3868785,7.4187894,7.437377,7.479569
266,4,01,AL,84222,93147,719745,554559,42345,-.33277506,11.242991,-9.8899584,-9.9503136,-10.144276
266,3,01,AL,102012,110071,718692,546104,33374,-1.1934831,10.870469,-9.3329744,-9.3793392,-9.4693327
266,5,01,AL,112381,123789,717757,493517,59035,.81971842,-1.855502,.62774968,.65021271,.73970264
266,1,01,AL,195391,205081,716734,448901,26758,.011917433,.041363388,.18346764,.1843053,.15733798
266,2,01,AL,196799,208642,715361,440502,32510,.27108672,8.4663296,-9.1393776,-9.1459122,-9.0655642
266,6,01,AL,286722,295376,718573,354497,39735,.052571427,-3.0991125,3.3417532,3.3484688,3.3802285
266,7,01,AL,318635,328630,717417,333271,30290,-.45798862,-6.3868785,7.4187894,7.437377,7.479569
267,4,01,AL,84222,93147,719745,554559,42345,-.33277506,11.242991,-9.8899584,-9.9503136,-10.144276
267,3,01,AL,102012,110071,718692,546104,33374,-1.1934831,10.870469,-9.3329744,-9.3793392,-9.4693327
267,5,01,AL,112381,123789,717757,493517,59035,.81971842,-1.855502,.62774968,.65021271,.73970264
267,1,01,AL,195391,205081,716734,448901,26758,.011917433,.041363388,.18346764,.1843053,.15733798
267,2,01,AL,196799,208642,715361,440502,32510,.27108672,8.4663296,-9.1393776,-9.1459122,-9.0655642
267,6,01,AL,286722,295376,718573,354497,39735,.052571427,-3.0991125,3.3417532,3.3484688,3.3802285
267,7,01,AL,318635,328630,717417,333271,30290,-.45798862,-6.3868785,7.4187894,7.437377,7.479569
268,4,01,AL,84222,93147,719745,554559,42345,-.33277506,11.242991,-9.8899584,-9.9503136,-10.144276
268,3,01,AL,102012,110071,718692,546104,33374,-1.1934831,10.870469,-9.3329744,-9.3793392,-9.4693327
268,5,01,AL,112381,123789,717757,493517,59035,.81971842,-1.855502,.62774968,.65021271,.73970264
268,1,01,AL,195391,205081,716734,448901,26758,.011917433,.041363388,.18346764,.1843053,.15733798
268,2,01,AL,196799,208642,715361,440502,32510,.27108672,8.4663296,-9.1393776,-9.1459122,-9.0655642
268,6,01,AL,286722,295376,718573,354497,39735,.052571427,-3.0991125,3.3417532,3.3484688,3.3802285
268,7,01,AL,318635,328630,717417,333271,30290,-.45798862,-6.3868785,7.4187894,7.437377,7.479569
269,4,01,AL,84222,93147,719745,554559,42345,-.33277506,11.242991,-9.8899584,-9.9503136,-10.144276
269,3,01,AL,102012,110071,718692,546104,33374,-1.1934831,10.870469,-9.3329744,-9.3793392,-9.4693327
269,5,01,AL,112381,123789,717757,493517,59035,.81971842,-1.855502,.62774968,.65021271,.73970264
269,1,01,AL,195391,205081,716734,448901,26758,.011917433,.041363388,.18346764,.1843053,.15733798
269,2,01,AL,196799,208642,715361,440502,32510,.27108672,8.4663296,-9.1393776,-9.1459122,-9.0655642
269,6,01,AL,286722,295376,718573,354497,39735,.052571427,-3.0991125,3.3417532,3.3484688,3.3802285
269,7,01,AL,318635,328630,717417,333271,30290,-.45798862,-6.3868785,7.4187894,7.437377,7.479569
270,4,01,AL,57702,65306,719797,570892,52158,.17222953,8.3062429,-8.1749125,-8.2198553,-8.4123602
270,7,01,AL,128464,137030,714909,503623,42463,.08915212,10.144688,-10.08023,-10.124632,-10.200648
270,5,01,AL,127599,139958,717940,494519,44324,-.60707515,-.10631097,.81763536,.82971662,.93899053
270,3,01,AL,186162,197607,714495,448818,36871,.75905961,8.4849186,-9.1977863,-9.213336,-9.1475582
270,1,01,AL,193115,202862,719747,453480,26796,.021983609,.3228142,-.15886664,-.16237119,-.18851756
270,6,01,AL,287013,295698,718644,356563,37767,-.21640223,-2.9200151,3.4765546,3.4843509,3.5210667
270,2,01,AL,316107,326275,718747,343456,23668,-1.045904,-4.8715277,6.4465175,6.4700246,6.485445
271,4,01,AL,43562,50774,718280,571911,65017,2.1064243,9.26406,-10.597388,-10.650289,-10.922106
271,3,01,AL,125393,134429,716933,520975,32522,-.7852267,11.380481,-10.403419,-10.44662,-10.446773
271,5,01,AL,128682,141039,720914,497097,39446,-1.5563618,.41722757,.88384908,.88400191,.95128202
271,1,01,AL,186487,196387,717654,455590,27197,.04926547,.36754233,-.49181613,-.49231291,-.49449867
271,2,01,AL,197528,209166,715197,441402,32888,.28255624,8.9788256,-9.3608341,-9.3686056,-9.3169689
271,6,01,AL,288707,297501,716171,351328,38837,-.081598155,-3.4620509,3.8864996,3.8983552,3.9527531
271,7,01,AL,325803,335440,719130,333048,28140,-.84028268,-7.6064849,9.2328987,9.2603378,9.2933178
272,4,01,AL,81427,90365,718037,555463,41988,-.37564453,11.557982,-10.241506,-10.302796,-10.492888
272,5,01,AL,98626,109043,719967,507891,60936,1.0687588,.5368287,-1.8483829,-1.844336,-1.896692
272,3,01,AL,123892,133328,719309,522786,33420,-1.2070179,7.6954064,-6.479805,-6.5043221,-6.4122071
272,1,01,AL,194343,204042,718018,450934,26966,.0090757087,.12962845,.08375375,.084217377,.058492642
272,2,01,AL,199659,211204,718747,440918,34056,.36805049,8.6696186,-9.1570578,-9.1757479,-9.1239719
272,6,01,AL,281832,290264,715823,359770,38073,-.15051399,-2.7955186,3.3824463,3.3883398,3.3983593
272,7,01,AL,316383,326490,714378,333589,28608,-.54881752,-6.5710769,7.5419006,7.5713797,7.6178598
273,4,01,AL,90747,98703,718069,552683,38673,-.85108471,10.993619,-9.0608377,-9.1191854,-9.3729229
273,5,01,AL,110491,121898,716574,490189,61480,1.2541616,-1.1294848,-.38121432,-.37213227,-.35796177
273,3,01,AL,156434,165576,716840,491808,33881,-1.0371989,4.0839691,-2.644552,-2.6625926,-2.5726891
273,1,01,AL,188095,198014,719537,456437,27176,.042678799,.40525576,-.42778146,-.43042341,-.43335667
273,2,01,AL,199087,210657,717516,441190,33944,.36283582,7.5621295,-7.9525504,-7.9658208,-7.9104023
273,6,01,AL,238937,247431,717728,395600,42596,.21447025,1.7165465,-1.9152369,-1.9198014,-1.9165546
273,7,01,AL,312371,322457,718015,343444,26297,-.81650716,-4.3341532,5.5788441,5.6017795,5.6279736
274,4,01,AL,113023,120852,716580,533595,34328,-1.2740809,11.281294,-9.3038206,-9.3597593,-9.5686827
274,5,01,AL,123266,135316,715164,478256,60260,1.3044355,-2.1458373,.84127587,.86219561,.94266701
274,7,01,AL,154939,163969,716562,479749,45120,-.027025156,1.2582463,-.87990451,-.89717996,-.86154091
274,3,01,AL,182888,194385,720035,460507,33448,.26710418,8.94555,-9.2529602,-9.2670994,-9.2104082
274,1,01,AL,190784,200754,720328,454852,27371,.05110009,.19685353,-.17080472,-.16991445,-.17064886
274,6,01,AL,214979,223182,719456,423528,38594,-.30699793,5.0808535,-5.0087895,-5.026763,-5.06427
274,2,01,AL,316283,326278,716154,340864,24926,-.84622592,-5.3610706,7.0192642,7.0380034,7.0442977
275,4,01,AL,69288,76986,715579,566769,42874,-.30704436,12.252739,-10.973188,-11.041236,-11.318124
275,5,01,AL,110491,121894,715204,488991,61368,1.2580373,-1.1616148,-.35843059,-.34902787,-.33274457
275,6,01,AL,130188,138358,716593,512399,35673,-.85658348,11.660153,-10.658815,-10.696382,-10.745234
275,3,01,AL,191833,202565,720899,459250,28032,-.81576312,5.3305092,-4.6125441,-4.6130471,-4.5264878
275,1,01,AL,197046,206808,719731,449610,26800,.014243051,-.13107689,.30136937,.30344164,.2783736
275,2,01,AL,279965,291561,715850,365289,30415,-.0065593207,-1.5507551,1.782863,1.7942522,1.8769237
275,7,01,AL,317351,326564,720423,329043,38885,-.11231903,-7.0527515,7.6629567,7.6810756,7.7770576
276,4,01,AL,69288,76986,715579,566769,42874,-.30704436,12.252739,-10.973188,-11.041236,-11.318124
276,5,01,AL,110491,121894,715204,488991,61368,1.2580373,-1.1616148,-.35843059,-.34902787,-.33274457
276,6,01,AL,130188,138358,716593,512399,35673,-.85658348,11.660153,-10.658815,-10.696382,-10.745234
276,3,01,AL,191833,202565,720899,459250,28032,-.81576312,5.3305092,-4.6125441,-4.6130471,-4.5264878
276,1,01,AL,197046,206808,719731,449610,26800,.014243051,-.13107689,.30136937,.30344164,.2783736
276,2,01,AL,279965,291561,715850,365289,30415,-.0065593207,-1.5507551,1.782863,1.7942522,1.8769237
276,7,01,AL,317351,326564,720423,329043,38885,-.11231903,-7.0527515,7.6629567,7.6810756,7.7770576
277,4,01,AL,69288,76986,715579,566769,42874,-.30704436,12.252739,-10.973188,-11.041236,-11.318124
277,5,01,AL,110491,121894,715204,488991,61368,1.2580373,-1.1616148,-.35843059,-.34902787,-.33274457
277,6,01,AL,130188,138358,716593,512399,35673,-.85658348,11.660153,-10.658815,-10.696382,-10.745234
277,3,01,AL,191833,202565,720899,459250,28032,-.81576312,5.3305092,-4.6125441,-4.6130471,-4.5264878
277,1,01,AL,197046,206808,719731,449610,26800,.014243051,-.13107689,.30136937,.30344164,.2783736
277,2,01,AL,279965,291561,715850,365289,30415,-.0065593207,-1.5507551,1.782863,1.7942522,1.8769237
277,7,01,AL,317351,326564,720423,329043,38885,-.11231903,-7.0527515,7.6629567,7.6810756,7.7770576
278,4,01,AL,69288,76986,715579,566769,42874,-.30704436,12.252739,-10.973188,-11.041236,-11.318124
278,5,01,AL,110491,121894,715204,488991,61368,1.2580373,-1.1616148,-.35843059,-.34902787,-.33274457
278,6,01,AL,130188,138358,716593,512399,35673,-.85658348,11.660153,-10.658815,-10.696382,-10.745234
278,3,01,AL,191833,202565,720899,459250,28032,-.81576312,5.3305092,-4.6125441,-4.6130471,-4.5264878
278,1,01,AL,197046,206808,719731,449610,26800,.014243051,-.13107689,.30136937,.30344164,.2783736
278,2,01,AL,279965,291561,715850,365289,30415,-.0065593207,-1.5507551,1.782863,1.7942522,1.8769237
278,7,01,AL,317351,326564,720423,329043,38885,-.11231903,-7.0527515,7.6629567,7.6810756,7.7770576
279,4,01,AL,69288,76986,715579,566769,42874,-.30704436,12.252739,-10.973188,-11.041236,-11.318124
279,5,01,AL,110491,121894,715204,488991,61368,1.2580373,-1.1616148,-.35843059,-.34902787,-.33274457
279,6,01,AL,130188,138358,716593,512399,35673,-.85658348,11.660153,-10.658815,-10.696382,-10.745234
279,3,01,AL,191833,202565,720899,459250,28032,-.81576312,5.3305092,-4.6125441,-4.6130471,-4.5264878
279,1,01,AL,197046,206808,719731,449610,26800,.014243051,-.13107689,.30136937,.30344164,.2783736
279,2,01,AL,279965,291561,715850,365289,30415,-.0065593207,-1.5507551,1.782863,1.7942522,1.8769237
279,7,01,AL,317351,326564,720423,329043,38885,-.11231903,-7.0527515,7.6629567,7.6810756,7.7770576
280,4,01,AL,69288,76986,715579,566769,42874,-.30704436,12.252739,-10.973188,-11.041236,-11.318124
280,5,01,AL,110491,121894,715204,488991,61368,1.2580373,-1.1616148,-.35843059,-.34902787,-.33274457
280,6,01,AL,130188,138358,716593,512399,35673,-.85658348,11.660153,-10.658815,-10.696382,-10.745234
280,3,01,AL,191833,202565,720899,459250,28032,-.81576312,5.3305092,-4.6125441,-4.6130471,-4.5264878
280,1,01,AL,197046,206808,719731,449610,26800,.014243051,-.13107689,.30136937,.30344164,.2783736
280,2,01,AL,279965,291561,715850,365289,30415,-.0065593207,-1.5507551,1.782863,1.7942522,1.8769237
280,7,01,AL,317351,326564,720423,329043,38885,-.11231903,-7.0527515,7.6629567,7.6810756,7.7770576
