geoid,block_vtda,total
350010047572000,35001000611,194
350010047572001,35001000611,57
350010047572002,35001000611,98
350010047572003,35001000611,140
350010047572004,35001000611,105
350010047572005,35001000611,73
350010047572006,35001000611,101
350010047572007,35001000612,123
350010047572008,35001000611,146
350010047572009,35001000611,32
350010047572010,35001000611,36
350010047572011,35001000611,40
350010047572012,35001000612,297
350010047572013,35001000612,38
350010047572014,35001000612,66
350010047572015,35001000612,49
350010047572016,35001000612,37
350010047572017,35001000611,49
350010047573000,35001000115,0
350010047573001,35001000115,0
350010047573002,35001000001,0
350010047573003,35001000001,0
350010047573004,35001000001,0
350010047573005,35001000227,127
350010047573006,35001000227,46
350010047573007,35001000227,30
350010047573008,35001000227,182
350010047573009,35001000227,0
350010047573010,35001000115,114
350010047573011,35001000115,49
350010047573012,35001000115,45
350010047573013,35001000227,35
350010047573014,35001000228,48
350010047573015,35001000228,75
350010047573016,35001000228,160
350010047573017,35001000227,0
350010047573018,35001000228,153
350010047573019,35001000228,91
350010047573020,35001000228,56
350010047581000,35001000115,0
350010047581001,35001000115,0
350010047581002,35001000115,136
350010047581003,35001000115,44
350010047581004,35001000115,43
350010047581005,35001000117,154
350010047581006,35001000117,75
350010047581007,35001000117,288
350010047581008,35001000117,84
350010047581009,35001000117,167
350010047581010,35001000117,237
350010047581011,35001000117,0
350010047581012,35001000229,164
350010047581013,35001000117,164
350010047581014,35001000117,44
350010047581015,35001000229,83
350010047581016,35001000229,54
350010047581017,35001000117,153
350010047581018,35001000117,64
350010047581019,35001000229,162
350010047581020,35001000229,95
350010047581021,35001000229,51
350010047581022,35001000229,73
350010047581023,35001000229,70
350010047581024,35001000229,52
350010047581025,35001000229,45
350010047581026,35001000229,127
350010047581027,35001000229,40
350010047581028,35001000229,57
350010047582000,35001000606,149
350010047582001,35001000229,201
350010047582002,35001000229,62
350010047582003,35001000606,154
350010047582004,35001000606,396
350010047582005,35001000606,20
350010047582006,35001000606,68
350010047582007,35001000606,112
350010047582008,35001000606,75
350010047582009,35001000606,56
350010047591000,35001000265,0
350010047591001,35001000265,29
350010047591002,35001000265,303
350010047591003,35001000265,97
350010047591004,35001000136,421
350010047591005,35001000136,69
350010047591006,35001000136,94
350010047591007,35001000136,57
350010047591008,35001000136,114
350010047591009,35001000136,35
350010047591010,35001000136,0
350010047591011,35001000265,24
350010047591012,35001000265,68
350010047591013,35001000265,125
350010047591014,35001000265,36
350010047591015,35001000265,0
350010047592000,35001000136,0
350010047592001,35001000136,0
350010047592002,35001000136,0
350010047592003,35001000136,573
350010047592004,35001000136,61
350010047592005,35001000136,92
350010047592006,35001000136,95
350010047592007,35001000136,65
350010047592008,35001000136,95
350010047592009,35001000136,54
350010047592010,35001000136,0
350010047592011,35001000136,16
350010047592012,35001000136,0
350010047592013,35001000136,0
350010047592014,35001000265,284
350010047592015,35001000265,98
350010047592016,35001000265,125
350010047592017,35001000265,36
350010047592018,35001000265,120
350010047592019,35001000265,0
350010047592020,35001000265,0
350010047592021,35001000136,0
350010047592022,35001000265,146
350010047592023,35001000265,95
350010047592024,35001000265,61
350010047592025,35001000265,64
350010047592026,35001000265,58
350010047592027,35001000136,68
350010047592028,35001000136,147
350010047592029,35001000136,121
350010047592030,35001000136,110
350010047592031,35001000136,110
350010047601000,35001000607,0
350010047601001,35001000038,941
350010047601002,35001000157,0
350010047601003,35001000038,0
350010047601004,35001000038,18
350010047601005,35001000607,0
350010047601006,35001000038,296
350010047601007,35001000038,64
350010047601008,35001000038,111
350010047601009,35001000038,142
350010047601010,35001000038,123
350010047601011,35001000055,733
350010047601012,35001000055,169
350010047601013,35001000055,62
350010047601014,35001000055,149
350010047601015,35001000055,39
350010047601016,35001000038,0
350010047601017,35001000055,32
350010047601018,35001000120,0
350010047602000,35001000233,169
350010047602001,35001000233,0
350010047602002,35001000233,0
350010047602003,35001000233,0
350010047602004,35001000233,220
350010047602005,35001000233,118
350010047602006,35001000233,453
350010047611000,35001000149,13
350010047611001,35001000050,24
350010047611002,35001000050,0
350010047611003,35001000149,26
350010047611004,35001000149,0
350010047611005,35001000149,0
350010047611006,35001000050,42
350010047611007,35001000050,82
350010047611008,35001000050,88
350010047611009,35001000050,0
350010047611010,35001000050,0
350010047611011,35001000050,272
350010047611012,35001000050,93
350010047611013,35001000050,82
350010047611014,35001000050,91
350010047611015,35001000050,70
350010047611016,35001000149,205
350010047611017,35001000149,44
350010047611018,35001000149,6
350010047611019,35001000050,7
350010047611020,35001000050,20
350010047611021,35001000050,13
350010047611022,35001000149,3
350010047611023,35001000149,28
350010047611024,35001000149,123
350010047611025,35001000149,47
350010047611026,35001000149,42
350010047611027,35001000149,62
350010047611028,35001000149,0
350010047611029,35001000149,0
350010047611030,35001000149,0
350010047611031,35001000149,6
350010047611032,35001000149,43
350010047611033,35001000149,17
350010047611034,35001000149,0
350010047611035,35001000149,17
350010047611036,35001000149,0
350010047611037,35001000149,0
350010047611038,35001000149,0
350010047611039,35001000149,0
350010047611040,35001000149,22
350010047611041,35001000149,0
350010047611042,35001000149,0
350010047611043,35001000149,0
350010047611044,35001000149,0
350010047611045,35001000149,41
350010047611046,35001000050,85
350010047611047,35001000050,69
350010047611048,35001000050,60
350010047611049,35001000050,78
350010047611050,35001000050,91
350010047621000,35001000050,131
350010047621001,35001000050,85
350010047621002,35001000050,32
350010047621003,35001000050,77
350010047621004,35001000050,96
350010047621005,35001000050,90
350010047621006,35001000050,40
350010047621007,35001000050,92
350010047621008,35001000050,54
350010047621009,35001000130,91
350010047621010,35001000130,94
350010047621011,35001000130,260
350010047621012,35001000130,72
350010047621013,35001000130,77
350010047621014,35001000130,86
350010047621015,35001000130,99
350010047621016,35001000130,89
350010047621017,35001000050,72
350010047621018,35001000050,110
350010047622000,35001000032,0
350010047622001,35001000032,0
350010047622002,35001000032,0
350010047622003,35001000032,0
350010047622004,35001000032,493
350010047622005,35001000032,155
350010047622006,35001000032,68
350010047622007,35001000032,83
350010047623000,35001000190,0
350010047623001,35001000190,0
350010047623002,35001000190,0
350010047623003,35001000190,0
350010047623004,35001000190,0
350010047623005,35001000190,0
350010047623006,35001000190,0
350010047623007,35001000033,0
350010047623008,35001000033,68
350010047623009,35001000033,54
350010047623010,35001000033,47
350010047623011,35001000033,156
350010047623012,35001000190,303
350010047623013,35001000033,0
350010047623014,35001000190,83
350010047623015,35001000190,124
350010047623016,35001000190,40
350010047623017,35001000190,60
350010047623018,35001000190,57
350010047623019,35001000190,58
350010047623020,35001000190,51
350010047623021,35001000190,87
350010047623022,35001000190,52
350010047623023,35001000190,38
350010047623024,35001000190,84
350010047623025,35001000190,57
350010047623026,35001000051,0
350010047623027,35001000051,219
350010047623028,35001000051,57
350010047623029,35001000033,55
350010047624000,35001000149,84
350010047624001,35001000149,151
350010047624002,35001000149,107
350010047624003,35001000149,37
350010047624004,35001000138,0
350010047624005,35001000138,0
350010047624006,35001000267,24
350010047624007,35001000149,0
350010047624008,35001000149,55
350010047624009,35001000149,80
350010047624010,35001000149,0
350010047624011,35001000149,0
350010047624012,35001000267,101
350010047624013,35001000267,0
350010047624014,35001000267,68
350010047624015,35001000267,31
350010047624016,35001000267,51
350010047624017,35001000267,28
350010047624018,35001000149,40
350010047624019,35001000149,38
350010047624020,35001000149,44
350010047624021,35001000149,46
350010047631000,35001000002,0
350010047631001,35001000116,0
350010047631002,35001000116,0
350010047631003,35001000116,204
350010047631004,35001000116,63
350010047631005,35001000116,36
350010047631006,35001000116,72
350010047631007,35001000002,111
350010047631008,35001000002,141
350010047631009,35001000002,67
350010047631010,35001000002,92
350010047631011,35001000002,151
350010047631012,35001000002,56
350010047631013,35001000002,64
350010047631014,35001000116,97
350010047631015,35001000116,37
350010047631016,35001000002,124
350010047631017,35001000002,40
350010047631018,35001000002,47
350010047631019,35001000002,77
350010047631020,35001000002,99
350010047631021,35001000002,63
350010047631022,35001000078,99
350010047631023,35001000078,57
350010047631024,35001000078,49
350010047631025,35001000116,44
350010047631026,35001000116,104
350010047631027,35001000116,242
350010047631028,35001000116,78
350010047631029,35001000116,36
350010047632000,35001000232,0
350010047632001,35001000248,1266
350010047632002,35001000248,111
350010047632003,35001000248,121
350010047632004,35001000173,150
350010047632005,35001000173,113
350010047632006,35001000173,0
350010047632007,35001000173,164
350010047632008,35001000173,76
350010047632009,35001000173,58
350010047632010,35001000173,60
350010047632011,35001000173,92
350010047632012,35001000173,84
350010047632013,35001000173,87
350010047632014,35001000173,75
350010047641000,35001000078,170
350010047641001,35001000078,178
350010047641002,35001000078,39
350010047641003,35001000078,57
350010047641004,35001000172,51
350010047641005,35001000078,40
350010047641006,35001000172,662
350010047641007,35001000172,38
350010047641008,35001000172,64
350010047641009,35001000172,67
350010047641010,35001000172,88
350010047641011,35001000172,34
350010047641012,35001000172,41
350010047641013,35001000172,52
350010047641014,35001000089,0
350010047641015,35001000078,38
350010047642000,35001000173,107
350010047642001,35001000173,43
350010047642002,35001000173,77
350010047642003,35001000171,50
350010047642004,35001000171,193
350010047642005,35001000089,0
350010047642006,35001000171,92
350010047642007,35001000171,34
350010047642008,35001000171,43
350010047642009,35001000171,1200
350010047642010,35001000089,0
350010047642011,35001000089,0
350010047642012,35001000171,71
350010048001000,35001000163,0
350010048001001,35001000163,0
350010048001002,35001000163,0
350010048001003,35001000163,0
350010048001004,35001000163,0
350010048001005,35001000153,0
350010048001006,35001000162,0
350010048001007,35001000162,386
350010048001008,35001000162,31
350010048001009,35001000162,26
350010048001010,35001000162,31
350010048001011,35001000162,29
350010048001012,35001000162,0
350010048001013,35001000163,0
350010048001014,35001000162,0
350010048001015,35001000162,0
350010048001016,35001000155,28
350010048001017,35001000155,32
350010048001018,35001000155,38
350010048001019,35001000155,50
350010048001020,35001000155,144
350010048001021,35001000163,0
350010048001022,35001000162,587
350010048001023,35001000162,0
350010048002000,35001000155,0
350010048002001,35001000155,0
350010048002002,35001000155,0
350010048002003,35001000155,0
350010048002004,35001000155,0
350010048002005,35001000155,0
350010048002006,35001000155,0
350010048002007,35001000155,0
350010048002008,35001000155,95
350010048002009,35001000155,329
350010048002010,35001000155,5
350010048002011,35001000155,188
350010048002012,35001000155,49
350010048002013,35001000155,27
350010048002014,35001000155,19
350010048002015,35001000155,0
350010048002016,35001000155,14
350010048002017,35001000154,46
350010048002018,35001000154,68
350010048002019,35001000154,57
350010048002020,35001000154,118
350010048002021,35001000154,40
350010048002022,35001000154,7
350010048002023,35001000155,2
350010048002024,35001000154,0
350010048002025,35001000155,18
350010048002026,35001000155,49
350010048002027,35001000155,0
350010048002028,35001000155,11
350010048002029,35001000155,1
350010048002030,35001000155,13
350010048002031,35001000155,13
350010048002032,35001000155,0
350010048002033,35001000154,0
350010048002034,35001000154,0
350010048002035,35001000154,16
350010048002036,35001000154,171
350010048002037,35001000154,219
350010048002038,35001000154,0
350010048002039,35001000154,0
350010048002040,35001000154,0
350010048003000,35001000162,31
350010048003001,35001000162,11
350010048003002,35001000162,12
350010048003003,35001000162,11
350010048003004,35001000162,0
350010048003005,35001000154,0
350010048003006,35001000154,94
350010048003007,35001000154,95
350010048003008,35001000154,77
350010048003009,35001000162,28
350010048003010,35001000162,6
350010048003011,35001000162,10
350010048003012,35001000162,0
350010048003013,35001000162,12
350010048003014,35001000162,14
350010048003015,35001000154,86
350010048003016,35001000166,20
350010048003017,35001000166,27
350010048003018,35001000166,19
350010048003019,35001000166,30
350010048003020,35001000162,19
350010048003021,35001000162,52
350010048003022,35001000162,62
350010048003023,35001000162,9
350010048003024,35001000162,0
350010048003025,35001000162,0
350010048003026,35001000162,63
350010048003027,35001000162,67
350010048003028,35001000162,0
350010048003029,35001000166,27
350010048003030,35001000166,12
350010049001000,35001000223,24
350010049001001,35001000223,0
350010049001002,35001000223,0
350010049001003,35001000223,0
350010049001004,35001000223,0
350010049001005,35001000223,0
350010049001006,35001000223,0
350010049001007,35001000223,15
350010049001008,35001000223,0
350010049001009,35001000223,0
350010049001010,35001000223,0
350010049001011,35001000613,0
350010049001012,35001000101,0
350010049001013,35001000101,0
350010049001014,35001000101,0
350010049001015,35001000101,0
350010049001016,35001000223,0
350010049001017,35001000223,0
350010049001018,35001000223,40
350010049001019,35001000223,32
350010049001020,35001000223,108
350010049001021,35001000223,15
350010049001022,35001000223,33
350010049001023,35001000223,47
350010049001024,35001000223,44
350010049001025,35001000223,55
350010049001026,35001000223,34
350010049001027,35001000223,43
350010049001028,35001000223,35
350010049001029,35001000223,42
350010049001030,35001000101,49
350010049001031,35001000101,65
350010049001032,35001000101,19
350010049001033,35001000101,61
350010049001034,35001000101,65
350010049001035,35001000101,54
350010049001036,35001000101,30
350010049001037,35001000223,17
350010049001038,35001000101,0
350010049001039,35001000613,0
350010049001040,35001000224,0
350010049001041,35001000101,0
350010049001042,35001000101,32
350010049001043,35001000101,35
350010049001044,35001000101,81
350010049001045,35001000101,36
350010049001046,35001000101,59
350010049001047,35001000101,19
350010049001048,35001000101,134
350010049001049,35001000101,58
350010049001050,35001000101,43
350010049001051,35001000101,52
350010049001052,35001000101,54
350010049001053,35001000101,0
350010049001054,35001000101,5
350010049001055,35001000101,0
350010049001056,35001000101,71
350010049001057,35001000101,28
350010049001058,35001000101,43
350010049002000,35001000215,35
350010049002001,35001000215,63
350010049002002,35001000215,88
350010049002003,35001000215,36
350010049002004,35001000214,60
350010049002005,35001000214,46
350010049002006,35001000214,39
350010049002007,35001000214,12
350010049002008,35001000613,0
350010049002009,35001000214,10
350010049002010,35001000214,17
350010049002011,35001000214,5
350010049002012,35001000214,32
350010049002013,35001000214,112
350010049002014,35001000215,54
350010049002015,35001000215,118
350010049002016,35001000215,0
350010049002017,35001000215,0
350010049002018,35001000215,0
350010049002019,35001000215,0
350010049002020,35001000215,28
350010049002021,35001000215,21
350010049002022,35001000214,0
350010049002023,35001000214,7
350010049002024,35001000214,12
350010049003000,35001000216,55
350010049003001,35001000216,9
350010049003002,35001000216,0
350010049003003,35001000216,0
350010049003004,35001000216,42
350010049003005,35001000216,37
350010049003006,35001000216,33
350010049003007,35001000214,137
350010049003008,35001000214,36
350010049003009,35001000214,13
350010049003010,35001000221,0
350010049003011,35001000214,24
350010049003012,35001000214,57
350010049003013,35001000214,18
350010049003014,35001000216,30
350010049003015,35001000216,41
350010049003016,35001000216,42
350010049003017,35001000216,45
350010049003018,35001000215,90
350010049003019,35001000215,84
350010049003020,35001000214,46
350010049003021,35001000214,0
350010049003022,35001000215,17
350010049003023,35001000214,37
350010049003024,35001000214,52
350010049003025,35001000216,89
350019405001000,35001000574,297
350019405001001,35001000574,33
350019405001002,35001000574,8
350019405001003,35001000574,24
350019405001004,35001000574,0
350019405001005,35001000567,0
350019405001006,35001000574,31
350019405001007,35001000574,0
350019405001008,35001000567,0
350019405001009,35001000567,0
350019405001010,35001000567,0
350019405001011,35001000567,0
350019405001012,35001000567,0
350019405001013,35001000086,0
350019405001014,35001000086,0
350019405001015,35001000086,16
350019405001016,35001000086,0
350019405001017,35001000086,65
350019405001018,35001000086,0
350019405001019,35001000220,12
350019405001020,35001000220,22
350019405001021,35001000220,7
350019405001022,35001000220,4
350019405001023,35001000220,0
350019405001024,35001000220,0
350019405001025,35001000220,0
350019405001026,35001000086,4
350019405001027,35001000086,12
350019405001028,35001000086,0
350019405001029,35001000220,0
350019405001030,35001000086,0
350019405001031,35001000086,10
350019405001032,35001000086,52
350019405001033,35001000220,9
350019405001034,35001000006,23
350019405001035,35001000086,17
350019405001036,35001000086,0
350019405001037,35001000086,0
350019405001038,35001000086,0
350019405001039,35001000086,0
350019405001040,35001000010,0
350019405001041,35001000086,0
350019405001042,35001000086,0
350019405001043,35001000567,0
350019405001044,35001000567,0
350019405001045,35001000086,0
350019405001046,35001000086,0
350019405001047,35001000567,0
350019405001048,35001000567,0
350019405001049,35001000567,0
350019405001050,35001000010,0
350019405001051,35001000589,0
350019405001052,35001000589,0
350019405001053,35001000567,0
350019405001054,35001000567,0
350019405001055,35001000567,0
350019405001056,35001000574,0
350019405001057,35001000574,0
350019405001058,35001000574,0
350019405001059,35001000574,0
350019405001060,35001000567,0
350019405001061,35001000567,0
350019405001062,35001000567,0
350019405001063,35001000567,0
350019405001064,35001000086,18
350019405001065,35001000086,15
350019405001066,35001000086,9
350019405001067,35001000086,25
350019405001068,35001000567,0
350019405002000,35001000574,0
350019405002001,35001000567,0
350019405002002,35001000569,45
350019405002003,35001000569,48
350019405002004,35001000569,23
350019405002005,35001000574,166
350019405002006,35001000574,25
350019405002007,35001000574,18
350019405002008,35001000574,43
350019405002009,35001000392,112
350019405002010,35001000392,26
350019405002011,35001000539,44
350019405002012,35001000567,0
350019405002013,35001000567,0
350019405002014,35001000567,0
350019405002015,35001000574,20
350019405002016,35001000574,36
350019405002017,35001000392,44
350019405002018,35001000392,76
350019405002019,35001000392,43
350019405002020,35001000392,39
350019405002021,35001000392,54
350019405002022,35001000539,104
350019405002023,35001000539,9
350019405002024,35001000574,24
350019405002025,35001000574,20
350019405002026,35001000569,14
350019405002027,35001000569,11
350019405002028,35001000569,36
350019405002029,35001000392,40
350019405002030,35001000392,11
350019405002031,35001000569,197
350019405002032,35001000569,13
350019405002033,35001000569,5
350019405002034,35001000569,39
350019405002035,35001000569,32
350019405002036,35001000569,22
350019405002037,35001000569,55
350019405002038,35001000539,101
350019405002039,35001000539,107
350019405002040,35001000392,21
350019405002041,35001000539,107
350019405002042,35001000569,89
350019405002043,35001000569,70
350019405002044,35001000392,32
350019405002045,35001000569,107
350019405002046,35001000569,12
350019405002047,35001000569,22
350019405002048,35001000569,47
350019405002049,35001000569,11
350019405002050,35001000569,25
350019405002051,35001000567,0
350019405002052,35001000567,0
350019405002053,35001000567,0
350019406011000,35001000227,0
350019406011001,35001000227,587
350019406011002,35001000227,84
350019406011003,35001000227,73
350019406011004,35001000227,46
350019406011005,35001000227,27
350019406011006,35001000227,49
350019406011007,35001000227,58
350019406011008,35001000227,91
350019406011009,35001000227,63
350019406011010,35001000118,61
350019406011011,35001000228,0
350019406011012,35001000228,0
350019406011013,35001000118,60
350019406011014,35001000118,57
350019406011015,35001000118,429
350019406011016,35001000118,70
350019406011017,35001000118,54
350019406011018,35001000118,43
350019406011019,35001000118,64
350019406011020,35001000118,27
350019406011021,35001000118,52
350019406011022,35001000612,160
350019406011023,35001000612,126
350019406011024,35001000612,62
350019406011025,35001000612,81
350019406011026,35001000612,25
350019406011027,35001000612,35
350019406011028,35001000118,35
350019406011029,35001000612,93
350019406012000,35001000231,0
350019406012001,35001000231,176
350019406012002,35001000231,90
350019406012003,35001000231,61
350019406012004,35001000231,48
350019406012005,35001000118,450
350019406012006,35001000118,42
350019406012007,35001000118,39
350019406012008,35001000118,70
350019406012009,35001000118,44
350019406012010,35001000118,34
350019406012011,35001000118,75
350019406012012,35001000118,181
350019406012013,35001000118,33
350019406012014,35001000118,57
350019406012015,35001000118,34
350019406012016,35001000264,208
350019406012017,35001000264,17
350019406012018,35001000264,100
350019406012019,35001000264,51
350019406012020,35001000264,100
350019406012021,35001000264,72
350019406012022,35001000264,57
350019406012023,35001000264,192
350019406012024,35001000264,139
350019406012025,35001000231,160
350019406012026,35001000231,34
350019406012027,35001000231,43
350019406012028,35001000231,157
350019406012029,35001000231,37
350019406012030,35001000231,57
350019406012031,35001000231,0
350019406012032,35001000231,36
350019406012033,35001000118,39
350019406012034,35001000264,78
350019406012035,35001000264,248
350019406012036,35001000264,109
350019406012037,35001000231,207
350019406012038,35001000231,53
350019406012039,35001000231,115
350019406012040,35001000231,25
350019406012041,35001000231,73
350019406012042,35001000231,85
350019406012043,35001000231,74
350019406012044,35001000231,54
350019406012045,35001000264,85
350019406012046,35001000264,87
350019406013000,35001000205,0
350019406013001,35001000205,0
350019406013002,35001000205,0
350019406013003,35001000205,0
350019406013004,35001000205,0
350019406013005,35001000205,0
350019406013006,35001000205,0
350019406013007,35001000081,0
350019406013008,35001000081,0
350019406013009,35001000081,0
350019406013010,35001000081,0
350019406013011,35001000081,0
350019406013012,35001000081,0
350019406013013,35001000081,0
350019406013014,35001000081,29
350019406013015,35001000081,0
350019406013016,35001000081,0
350019406013017,35001000081,0
350019406013018,35001000081,0
350019406013019,35001000081,0
350019406013020,35001000081,0
350019406013021,35001000081,0
350019406013022,35001000081,0
350019406013023,35001000081,0
350019406013024,35001000081,0
350019406013025,35001000081,0
350019406013026,35001000081,0
350019406013027,35001000081,0
350019406013028,35001000081,0
350019406013029,35001000081,0
350019406013030,35001000081,0
350019406013031,35001000081,0
350019406013032,35001000081,0
350019406013033,35001000081,131
350019406013034,35001000081,70
350019406013035,35001000081,62
350019406013036,35001000081,132
350019406013037,35001000081,49
350019406013038,35001000081,0
350019406013039,35001000081,0
350019406013040,35001000081,0
350019406013041,35001000081,0
350019406013042,35001000081,0
350019406013043,35001000081,0
350019406013044,35001000081,0
350019406013045,35001000081,0
350019406013046,35001000205,0
350019406013047,35001000205,0
350019406013048,35001000205,0
350019406013049,35001000205,135
350019406013050,35001000205,0
350019406013051,35001000205,34
350019406013052,35001000205,58
350019406013053,35001000205,0
350019406013054,35001000205,0
350019406013055,35001000205,0
350019406013056,35001000205,0
350019406013057,35001000205,0
350019406013058,35001000205,0
350019406013059,35001000205,36
350019406013060,35001000205,0
350019406013061,35001000205,24
350019406013062,35001000205,69
350019406013063,35001000205,58
350019406013064,35001000205,49
350019406013065,35001000205,60
350019406013066,35001000205,16
350019406013067,35001000205,15
350019406013068,35001000205,24
350019406013069,35001000205,0
350019406013070,35001000205,33
350019406013071,35001000081,0
350019406013072,35001000081,0
350019406013073,35001000081,0
350019406013074,35001000081,0
350019406013075,35001000205,13
350019406013076,35001000205,18
350019406013077,35001000205,15
350019406013078,35001000206,73
350019406013079,35001000206,40
350019406013080,35001000081,0
350019406013081,35001000081,30
350019406013082,35001000081,21
350019406013083,35001000081,39
350019406013084,35001000081,70
350019406013085,35001000081,66
350019406013086,35001000081,114
350019406013087,35001000081,68
350019406013088,35001000081,71
350019406013089,35001000081,50
350019406013090,35001000081,22
350019406013091,35001000081,45
350019406013092,35001000081,0
350019406013093,35001000081,0
350019406013094,35001000081,0
350019406013095,35001000081,0
350019406013096,35001000081,0
350019406013097,35001000081,338
350019406013098,35001000081,0
350019406013099,35001000081,0
350019406013100,35001000081,0
350019406013101,35001000081,53
350019406013102,35001000081,84
350019406013103,35001000081,24
350019406013104,35001000081,48
350019406013105,35001000081,57
350019406013106,35001000081,73
350019406013107,35001000081,44
350019406013108,35001000081,53
350019406013109,35001000081,104
350019406013110,35001000081,37
350019406013111,35001000081,51
350019406013112,35001000081,39
350019406013113,35001000081,78
350019406013114,35001000081,54
350019406013115,35001000081,50
350019406013116,35001000081,55
350019406013117,35001000206,28
350019406013118,35001000206,196
350019406013119,35001000206,0
350019406013120,35001000206,0
350019406013121,35001000206,0
350019406013122,35001000205,29
350019406013123,35001000205,18
350019406013124,35001000205,15
350019406013125,35001000205,13
350019406013126,35001000205,62
350019406013127,35001000205,16
350019406013128,35001000205,16
350019406013129,35001000205,12
350019406013130,35001000205,25
350019406013131,35001000205,19
350019406013132,35001000205,12
350019406013133,35001000205,20
350019406013134,35001000205,41
350019406013135,35001000081,60
350019406013136,35001000206,4
350019406013137,35001000206,28
350019406013138,35001000206,24
350019406013139,35001000205,0
350019406013140,35001000205,0
350019406013141,35001000205,25
350019406013142,35001000205,43
350019406013143,35001000205,14
350019406013144,35001000205,0
350019406013145,35001000205,0
350019406013146,35001000081,0
350019406013147,35001000081,19
350019406013148,35001000081,0
350019406021000,35001000031,0
350019406021001,35001000031,0
350019406021002,35001000031,0
350019406021003,35001000031,48
350019406021004,35001000031,0
350019406021005,35001000031,5
350019406021006,35001000031,0
350019406021007,35001000031,0
350019406021008,35001000031,0
350019406021009,35001000031,0
350019406021010,35001000031,135
350019406021011,35001000031,0
350019406021012,35001000031,0
350019406021013,35001000031,4
350019406021014,35001000031,8
350019406021015,35001000031,31
350019406021016,35001000031,4
350019406021017,35001000031,0
350019406021018,35001000031,1
350019406021019,35001000031,0
350019406021020,35001000031,267
350019406021021,35001000031,5
350019406021022,35001000031,2
350019406021023,35001000031,13
350019406021024,35001000031,15
350019406021025,35001000031,8
350019406021026,35001000031,10
350019406021027,35001000031,29
350019406021028,35001000031,1
350019406021029,35001000031,61
350019406021030,35001000031,48
350019406021031,35001000031,3
350019406021032,35001000031,26
350019406021033,35001000031,0
350019406021034,35001000031,12
350019406021035,35001000031,6
350019406021036,35001000031,10
350019406021037,35001000031,87
350019406021038,35001000031,3
350019406021039,35001000031,36
350019406021040,35001000031,0
350019406021041,35001000031,0
350019406021042,35001000031,0
350019406021043,35001000031,0
350019406021044,35001000031,0
350019406021045,35001000031,0
350019406021046,35001000031,0
350019406021047,35001000031,0
350019406021048,35001000031,0
350019406021049,35001000031,0
350019406021050,35001000031,0
350019406021051,35001000031,0
350019406021052,35001000031,0
350019406021053,35001000031,0
350019406021054,35001000031,0
350019406021055,35001000031,116
350019406021056,35001000031,0
350019406021057,35001000031,55
350019406021058,35001000031,33
350019406021059,35001000031,0
350019406021060,35001000031,0
350019406021061,35001000031,41
350019406021062,35001000031,11
350019406021063,35001000031,55
350019406021064,35001000031,10
350019406021065,35001000031,8
350019406021066,35001000031,2
350019406021067,35001000031,0
350019406021068,35001000031,0
350019406021069,35001000031,0
350019406021070,35001000031,0
350019406021071,35001000031,20
350019406021072,35001000031,38
350019406021073,35001000031,19
350019406021074,35001000031,0
350019406021075,35001000031,21
350019406021076,35001000031,0
350019406021077,35001000031,0
350019406021078,35001000031,0
350019406021079,35001000031,61
350019406021080,35001000031,0
350019406021081,35001000031,83
350019406021082,35001000031,1
350019406021083,35001000031,63
350019406021084,35001000031,0
350019406021085,35001000031,0
350019406021086,35001000031,0
350019406021087,35001000031,0
350019406021088,35001000031,0
350019406021089,35001000031,17
350019406021090,35001000031,8
350019406021091,35001000031,0
350019406021092,35001000031,0
350019406021093,35001000031,0
350019406021094,35001000031,11
350019406021095,35001000031,18
350019406021096,35001000031,1
350019406021097,35001000031,0
350019406022000,35001000081,0
350019406022001,35001000057,0
350019406022002,35001000057,0
350019406022003,35001000057,0
350019406022004,35001000081,0
350019406022005,35001000081,0
350019406022006,35001000057,91
350019406022007,35001000057,0
350019406022008,35001000057,0
350019406022009,35001000057,0
350019406022010,35001000057,0
350019406022011,35001000057,0
350019406022012,35001000031,0
350019406022013,35001000057,0
350019406022014,35001000057,0
350019406022015,35001000057,0
350019406022016,35001000031,0
350019406022017,35001000057,0
350019406022018,35001000057,0
350019406022019,35001000031,0
350019406022020,35001000031,0
350019406022021,35001000057,0
350019406022022,35001000057,0
350019406022023,35001000057,0
350019406022024,35001000031,0
350019406022025,35001000031,0
350019406022026,35001000031,0
350019406022027,35001000031,0
350019406022028,35001000031,0
350019406022029,35001000031,0
350019406022030,35001000031,0
350019406022031,35001000031,0
350019406022032,35001000031,0
350019406022033,35001000031,0
350019406022034,35001000031,0
350019406022035,35001000031,0
350019406022036,35001000031,0
350019406022037,35001000031,0
350019406022038,35001000031,0
350019406022039,35001000031,0
350019406022040,35001000031,0
350019406022041,35001000031,0
350019406022042,35001000031,0
350019406022043,35001000031,0
350019406022044,35001000031,0
350019406022045,35001000031,0
350019406022046,35001000031,0
350019406022047,35001000031,0
350019406022048,35001000031,0
350019406022049,35001000081,0
350019406022050,35001000227,0
350019406022051,35001000081,0
350019406022052,35001000227,0
350019406022053,35001000227,0
350019406022054,35001000057,6
350019406022055,35001000058,0
350019406022056,35001000057,0
350019406022057,35001000088,0
350019406022058,35001000088,35
350019406022059,35001000088,0
350019406022060,35001000088,0
350019406022061,35001000058,0
350019406022062,35001000058,10
350019406022063,35001000058,0
350019406022064,35001000058,22
350019406022065,35001000058,0
