geoid,block_vtda,total
350319452021076,35031000058,0
350319452021077,35031000031,0
350319452021078,35031000058,5
350319452021079,35031000058,0
350319452021080,35031000058,11
350319452021081,35031000058,0
350319452021082,35031000058,3
350319452021083,35031000058,0
350319452021084,35031000058,0
350319452021085,35031000058,15
350319452021086,35031000058,28
350319452021087,35031000058,10
350319452021088,35031000058,0
350319452021089,35031000058,0
350319452021090,35031000058,107
350319452021091,35031000058,61
350319452021092,35031000058,33
350319452021093,35031000058,30
350319452021094,35031000058,37
350319452021095,35031000058,56
350319452021096,35031000058,38
350319452021097,35031000058,27
350319452021098,35031000058,19
350319452021099,35031000058,0
350319452021100,35031000058,7
350319452022000,35031000031,0
350319452022001,35031000031,267
350319452022002,35031000031,61
350319452022003,35031000031,43
350319452022004,35031000031,66
350319452022005,35031000031,58
350319452022006,35031000031,0
350319452022007,35031000031,0
350319452022008,35031000031,41
350319452022009,35031000031,62
350319452022010,35031000031,543
350319452022011,35031000031,47
350319452022012,35031000031,0
350319452022013,35031000031,0
350319452022014,35031000031,0
350319452022015,35031000031,0
350319452022016,35031000032,0
350319452022017,35031000032,0
350319452022018,35031000032,17
350319452022019,35031000032,0
350319452022020,35031000058,25
350319452022021,35031000058,0
350319452022022,35031000058,0
350319452022023,35031000058,0
350319452022024,35031000058,81
350319452022025,35031000058,277
350319452022026,35031000058,15
350319453001000,35031000038,0
350319453001001,35031000038,81
350319453001002,35031000035,0
350319453001003,35031000038,73
350319453001004,35031000035,0
350319453001005,35031000034,0
350319453001006,35031000034,0
350319453001007,35031000034,25
350319453001008,35031000034,0
350319453001009,35031000034,22
350319453001010,35031000034,0
350319453001011,35031000038,36
350319453001012,35031000038,38
350319453001013,35031000038,0
350319453001014,35031000034,174
350319453001015,35031000034,0
350319453001016,35031000034,41
350319453001017,35031000034,35
350319453001018,35031000038,21
350319453001019,35031000038,115
350319453001020,35031000038,37
350319453001021,35031000038,62
350319453001022,35031000038,35
350319453001023,35031000038,27
350319453001024,35031000038,33
350319453001025,35031000038,112
350319453001026,35031000038,19
350319453001027,35031000034,27
350319453001028,35031000034,17
350319453001029,35031000034,121
350319453001030,35031000034,11
350319453001031,35031000034,0
350319453001032,35031000034,21
350319453001033,35031000034,42
350319453001034,35031000034,50
350319453001035,35031000034,105
350319453001036,35031000034,18
350319453001037,35031000034,18
350319453001038,35031000034,0
350319453001039,35031000034,15
350319453001040,35031000034,8
350319453001041,35031000034,45
350319453001042,35031000034,0
350319453001043,35031000034,0
350319453001044,35031000034,6
350319453001045,35031000034,0
350319453001046,35031000034,0
350319453001047,35031000034,0
350319453001048,35031000034,0
350319453001049,35031000034,0
350319453001050,35031000039,0
350319453001051,35031000037,16
350319453001052,35031000034,11
350319453001053,35031000034,0
350319453001054,35031000038,0
350319453001055,35031000034,0
350319453001056,35031000034,0
350319453001057,35031000034,0
350319453001058,35031000034,31
350319453002000,35031000019,0
350319453002001,35031000020,0
350319453002002,35031000021,0
350319453002003,35031000020,0
350319453002004,35031000021,17
350319453002005,35031000021,0
350319453002006,35031000020,3
350319453002007,35031000020,0
350319453002008,35031000021,35
350319453002009,35031000021,0
350319453002010,35031000021,0
350319453002011,35031000021,16
350319453002012,35031000021,57
350319453002013,35031000021,0
350319453002014,35031000036,0
350319453002015,35031000021,0
350319453002016,35031000019,0
350319453002017,35031000019,0
350319453002018,35031000019,0
350319453002019,35031000021,7
350319453002020,35031000021,0
350319453002021,35031000035,0
350319453002022,35031000021,85
350319453002023,35031000021,0
350319453002024,35031000019,0
350319453002025,35031000036,17
350319453002026,35031000036,0
350319453002027,35031000036,8
350319453002028,35031000036,0
350319453002029,35031000035,0
350319453002030,35031000035,0
350319453002031,35031000035,0
350319453002032,35031000035,0
350319453002033,35031000035,609
350319453002034,35031000035,6
350319453002035,35031000035,30
350319453002036,35031000035,26
350319453002037,35031000035,35
350319453002038,35031000035,12
350319453002039,35031000035,63
350319453002040,35031000035,27
350319453002041,35031000038,23
350319453002042,35031000035,0
350319453002043,35031000036,19
350319453002044,35031000036,22
350319453002045,35031000036,0
350319453002046,35031000036,0
350319453002047,35031000036,0
350319453002048,35031000036,0
350319453002049,35031000036,0
350319453002050,35031000036,0
350319453002051,35031000036,0
350319453002052,35031000036,0
350319453002053,35031000049,0
350319453002054,35031000049,5
350319453002055,35031000036,0
350319453002056,35031000035,0
350319453002057,35031000035,0
350319453002058,35031000035,3
350319453002059,35031000035,0
350319453002060,35031000035,0
350319453002061,35031000035,11
350319453002062,35031000035,111
350319453002063,35031000035,171
350319453002064,35031000035,29
350319453002065,35031000035,0
350319453002066,35031000047,0
350319453002067,35031000047,5
350319453002068,35031000047,0
350319453002069,35031000047,0
350319453002070,35031000047,0
350319453002071,35031000047,0
350319453002072,35031000047,10
350319453002073,35031000047,0
350319453002074,35031000040,7
350319453002075,35031000040,22
350319453002076,35031000035,0
350319453002077,35031000040,0
350319453002078,35031000039,0
350319453002079,35031000039,0
350319453002080,35031000034,0
350319453002081,35031000034,3
350319453002082,35031000034,0
350319453002083,35031000034,0
350319453002084,35031000034,11
350319453002085,35031000034,14
350319453002086,35031000034,26
350319453002087,35031000038,52
350319453002088,35031000038,37
350319453002089,35031000035,5
350319453002090,35031000035,0
350319453002091,35031000021,0
350319453002092,35031000021,4
350319453002093,35031000021,0
350319453002094,35031000021,0
350319453002095,35031000021,0
350319453002096,35031000021,0
350319453002097,35031000021,0
350319453002098,35031000021,0
350319453002099,35031000021,0
350319453002100,35031000035,35
350319453002101,35031000038,18
350319453002102,35031000047,0
350319453002103,35031000035,27
350319454001000,35031000039,5
350319454001001,35031000039,16
350319454001002,35031000041,18
350319454001003,35031000041,8
350319454001004,35031000039,21
350319454001005,35031000039,14
350319454001006,35031000037,42
350319454001007,35031000037,29
350319454001008,35031000037,45
350319454001009,35031000037,9
350319454001010,35031000041,4
350319454001011,35031000041,13
350319454001012,35031000041,14
350319454001013,35031000041,12
350319454001014,35031000041,19
350319454001015,35031000041,8
350319454001016,35031000041,14
350319454001017,35031000041,18
350319454001018,35031000041,36
350319454001019,35031000041,17
350319454001020,35031000041,33
350319454001021,35031000041,18
350319454001022,35031000041,17
350319454001023,35031000041,16
350319454001024,35031000041,28
350319454001025,35031000041,23
350319454001026,35031000041,8
350319454001027,35031000041,28
350319454001028,35031000041,29
350319454001029,35031000041,43
350319454001030,35031000041,0
350319454001031,35031000037,0
350319454001032,35031000041,6
350319454001033,35031000041,7
350319454001034,35031000041,16
350319454001035,35031000041,24
350319454001036,35031000041,19
350319454002000,35031000040,0
350319454002001,35031000039,46
350319454002002,35031000040,0
350319454002003,35031000039,0
350319454002004,35031000039,113
350319454002005,35031000039,0
350319454002006,35031000039,25
350319454002007,35031000039,4
350319454002008,35031000039,0
350319454002009,35031000039,0
350319454002010,35031000037,0
350319454002011,35031000037,0
350319454002012,35031000037,0
350319454002013,35031000037,10
350319454002014,35031000037,0
350319454002015,35031000039,0
350319454002016,35031000039,0
350319454002017,35031000039,30
350319454002018,35031000039,0
350319454002019,35031000039,9
350319454002020,35031000039,55
350319454002021,35031000039,40
350319454002022,35031000039,18
350319454002023,35031000039,44
350319454002024,35031000037,0
350319454002025,35031000037,7
350319454002026,35031000037,0
350319454002027,35031000037,10
350319454002028,35031000037,17
350319454002029,35031000037,0
350319454002030,35031000037,5
350319454002031,35031000037,18
350319454002032,35031000037,10
350319454002033,35031000037,9
350319454002034,35031000039,0
350319454002035,35031000039,4
350319454002036,35031000039,0
350319454002037,35031000039,16
350319454002038,35031000039,34
350319454002039,35031000039,32
350319454002040,35031000039,28
350319454002041,35031000039,18
350319454002042,35031000039,7
350319454002043,35031000039,0
350319454002044,35031000039,11
350319454002045,35031000037,29
350319454002046,35031000037,34
350319454002047,35031000037,13
350319454002048,35031000037,15
350319454002049,35031000037,20
350319454002050,35031000037,5
350319454002051,35031000037,23
350319454002052,35031000037,7
350319454002053,35031000039,23
350319454002054,35031000039,43
350319454003000,35031000039,63
350319454003001,35031000039,32
350319454003002,35031000039,32
350319454003003,35031000039,2
350319454003004,35031000043,56
350319454003005,35031000043,39
350319454003006,35031000059,24
350319454003007,35031000059,20
350319454003008,35031000039,17
350319454003009,35031000039,31
350319454003010,35031000039,26
350319454003011,35031000039,34
350319454003012,35031000039,32
350319454003013,35031000039,24
350319454003014,35031000059,123
350319454003015,35031000059,22
350319454003016,35031000059,16
350319454003017,35031000039,30
350319454003018,35031000059,9
350319454003019,35031000059,11
350319454003020,35031000059,14
350319454003021,35031000059,26
350319454003022,35031000059,20
350319454003023,35031000059,7
350319454003024,35031000059,7
350319454003025,35031000059,15
350319454003026,35031000059,24
350319454003027,35031000059,14
350319454003028,35031000059,22
350319454003029,35031000043,12
350319454003030,35031000059,11
350319454003031,35031000059,5
350319454003032,35031000059,13
350319454003033,35031000059,15
350319454003034,35031000059,22
350319454003035,35031000042,19
350319454004000,35031000041,576
350319454004001,35031000041,0
350319454004002,35031000037,0
350319454004003,35031000041,5
350319455011000,35031000043,91
350319455011001,35031000042,70
350319455011002,35031000042,20
350319455011003,35031000042,0
350319455011004,35031000045,452
350319455011005,35031000045,72
350319455011006,35031000042,124
350319455011007,35031000042,74
350319455011008,35031000043,96
350319455011009,35031000043,36
350319455011010,35031000043,54
350319455011011,35031000045,0
350319455011012,35031000045,55
350319455011013,35031000045,97
350319455011014,35031000044,44
350319455011015,35031000044,31
350319455011016,35031000043,62
350319455011017,35031000043,26
350319455011018,35031000044,20
350319455011019,35031000044,43
350319455011020,35031000042,29
350319455011021,35031000044,44
350319455011022,35031000056,0
350319455011023,35031000045,0
350319455011024,35031000045,0
350319455011025,35031000045,30
350319455011026,35031000045,24
350319455011027,35031000045,26
350319455011028,35031000045,78
350319455011029,35031000045,28
350319455011030,35031000045,12
350319455011031,35031000045,14
350319455011032,35031000045,4
350319455011033,35031000045,2
350319455011034,35031000045,75
350319455011035,35031000045,38
350319455011036,35031000045,7
350319455011037,35031000024,39
350319455011038,35031000045,14
350319455011039,35031000024,8
350319455011040,35031000024,0
350319455011041,35031000024,12
350319455011042,35031000024,0
350319455021000,35031000046,0
350319455021001,35031000046,0
350319455021002,35031000046,0
350319455021003,35031000056,0
350319455021004,35031000056,82
350319455021005,35031000046,69
350319455021006,35031000046,45
350319455021007,35031000046,10
350319455021008,35031000046,53
350319455021009,35031000046,89
350319455021010,35031000046,50
350319455021011,35031000046,0
350319455021012,35031000046,58
350319455021013,35031000046,28
350319455021014,35031000046,45
350319455021015,35031000046,46
350319455021016,35031000046,57
350319455021017,35031000046,40
350319455021018,35031000046,110
350319455021019,35031000056,21
350319455021020,35031000056,62
350319455021021,35031000056,60
350319455021022,35031000056,57
350319455021023,35031000046,73
350319455021024,35031000046,83
350319455021025,35031000046,62
350319455021026,35031000056,168
350319455021027,35031000056,195
350319455021028,35031000056,0
350319455021029,35031000056,102
350319455021030,35031000056,0
350319455021031,35031000056,0
350319455021032,35031000056,0
350319455021033,35031000056,0
350319455031000,35031000056,0
350319455031001,35031000056,0
350319455031002,35031000043,0
350319455031003,35031000043,14
350319455031004,35031000040,0
350319455031005,35031000040,0
350319455031006,35031000040,30
350319455031007,35031000040,0
350319455031008,35031000040,17
350319455031009,35031000040,36
350319455031010,35031000040,57
350319455031011,35031000040,28
350319455031012,35031000040,47
350319455031013,35031000056,115
350319455031014,35031000043,175
350319455031015,35031000056,50
350319455031016,35031000056,37
350319455032000,35031000043,174
350319455032001,35031000043,40
350319455032002,35031000043,36
350319455032003,35031000043,45
350319455032004,35031000044,18
350319455032005,35031000043,76
350319455032006,35031000056,44
350319455032007,35031000056,40
350319455032008,35031000044,16
350319455032009,35031000043,147
350319455032010,35031000043,48
350319455032011,35031000044,59
350319455032012,35031000044,18
350319455032013,35031000044,43
350319455032014,35031000044,26
350319455032015,35031000044,19
350319455032016,35031000044,23
350319455032017,35031000044,33
350319455032018,35031000044,30
350319455032019,35031000056,54
350319455032020,35031000056,22
350319455032021,35031000056,23
350319455032022,35031000044,49
350319455032023,35031000044,31
350319455033000,35031000040,41
350319455033001,35031000040,36
350319455033002,35031000040,105
350319455033003,35031000040,27
350319455033004,35031000040,59
350319455033005,35031000040,39
350319455033006,35031000040,75
350319455033007,35031000040,43
350319455033008,35031000043,15
350319455033009,35031000043,46
350319455033010,35031000043,22
350319455033011,35031000043,23
350319456011000,35031000036,0
350319456011001,35031000036,20
350319456011002,35031000036,291
350319456011003,35031000036,45
350319456011004,35031000036,0
350319456011005,35031000036,0
350319456011006,35031000036,0
350319456011007,35031000036,0
350319456011008,35031000036,0
350319456011009,35031000036,0
350319456011010,35031000036,9
350319456011011,35031000036,0
350319456011012,35031000036,0
350319456011013,35031000036,0
350319456011014,35031000036,0
350319456011015,35031000036,0
350319456011016,35031000036,0
350319456011017,35031000036,0
350319456011018,35031000036,0
350319456011019,35031000036,0
350319456011020,35031000036,0
350319456011021,35031000036,0
350319456011022,35031000036,0
350319456011023,35031000036,0
350319456011024,35031000036,0
350319456011025,35031000036,0
350319456011026,35031000055,0
350319456011027,35031000055,33
350319456011028,35031000055,13
350319456011029,35031000049,0
350319456011030,35031000049,0
350319456011031,35031000036,0
350319456011032,35031000036,0
350319456011033,35031000036,0
350319456011034,35031000036,0
350319456011035,35031000036,0
350319456011036,35031000036,0
350319456011037,35031000049,231
350319456011038,35031000049,33
350319456011039,35031000049,29
350319456011040,35031000049,0
350319456011041,35031000049,0
350319456011042,35031000049,0
350319456011043,35031000049,0
350319456011044,35031000049,0
350319456011045,35031000049,0
350319456011046,35031000049,0
350319456011047,35031000049,0
350319456011048,35031000049,0
350319456011049,35031000049,47
350319456011050,35031000049,0
350319456011051,35031000049,36
350319456011052,35031000049,68
350319456011053,35031000049,46
350319456011054,35031000049,29
350319456011055,35031000049,30
350319456011056,35031000049,110
350319456011057,35031000049,434
350319456011058,35031000049,71
350319456011059,35031000049,61
350319456011060,35031000049,40
350319456011061,35031000049,74
350319456011062,35031000049,26
350319456011063,35031000049,31
350319456011064,35031000049,0
350319456011065,35031000055,0
350319456011066,35031000049,0
350319456011067,35031000049,16
350319456011068,35031000055,0
350319456011069,35031000055,0
350319456011070,35031000049,47
350319456011071,35031000049,35
350319456011072,35031000036,0
350319456011073,35031000055,33
350319456011074,35031000055,33
350319456011075,35031000055,15
350319456011076,35031000055,0
350319456011077,35031000055,0
350319456011078,35031000055,0
350319456011079,35031000055,0
350319456011080,35031000055,23
350319456021000,35031000063,0
350319456021001,35031000063,12
350319456021002,35031000063,370
350319456021003,35031000063,0
350319456021004,35031000049,26
350319456021005,35031000063,0
350319456021006,35031000063,224
350319456021007,35031000063,45
350319456021008,35031000063,415
350319456021009,35031000063,17
350319456021010,35031000048,115
350319456021011,35031000063,73
350319456021012,35031000063,112
350319456022000,35031000047,0
350319456022001,35031000047,43
350319456022002,35031000047,17
350319456022003,35031000047,0
350319456022004,35031000047,160
350319456022005,35031000047,439
350319456022006,35031000047,40
350319456022007,35031000047,28
350319456022008,35031000047,65
350319456022009,35031000047,224
350319456022010,35031000047,36
350319456022011,35031000047,18
350319456022012,35031000047,0
350319456022013,35031000047,15
350319456022014,35031000047,0
350319456023000,35031000048,360
350319456023001,35031000048,23
350319456023002,35031000048,89
350319456023003,35031000048,132
350319456023004,35031000048,44
350319456023005,35031000048,111
350319456023006,35031000048,134
350319456023007,35031000048,97
350319456023008,35031000048,133
350319456023009,35031000048,90
350319457011000,35031000065,0
350319457011001,35031000065,0
350319457011002,35031000065,0
350319457011003,35031000065,0
350319457011004,35031000065,0
350319457011005,35031000065,0
350319457011006,35031000065,0
350319457011007,35031000065,0
350319457011008,35031000065,0
350319457011009,35031000065,10
350319457011010,35031000065,0
350319457011011,35031000065,0
350319457011012,35031000065,0
350319457011013,35031000065,0
350319457011014,35031000065,12
350319457011015,35031000065,4
350319457011016,35031000065,9
350319457011017,35031000065,40
350319457011018,35031000065,0
350319457011019,35031000065,8
350319457011020,35031000065,34
350319457011021,35031000065,3
350319457011022,35031000065,3
350319457011023,35031000065,14
350319457011024,35031000065,25
350319457011025,35031000065,16
350319457011026,35031000065,34
350319457011027,35031000065,1
350319457011028,35031000065,0
350319457011029,35031000065,0
350319457011030,35031000065,0
350319457011031,35031000065,16
350319457011032,35031000065,0
350319457011033,35031000065,4
350319457011034,35031000065,10
350319457011035,35031000065,5
350319457011036,35031000065,14
350319457011037,35031000065,11
350319457011038,35031000065,0
350319457011039,35031000065,0
350319457011040,35031000065,19
350319457011041,35031000065,0
350319457011042,35031000065,6
350319457011043,35031000065,0
350319457011044,35031000065,0
350319457011045,35031000065,18
350319457011046,35031000065,18
350319457011047,35031000065,10
350319457011048,35031000065,4
350319457011049,35031000065,0
350319457011050,35031000065,5
350319457011051,35031000065,0
350319457011052,35031000065,21
350319457011053,35031000065,0
350319457011054,35031000065,11
350319457011055,35031000065,0
350319457011056,35031000065,3
350319457011057,35031000065,44
350319457011058,35031000065,0
350319457011059,35031000065,0
350319457011060,35031000065,2
350319457011061,35031000065,24
350319457011062,35031000065,0
350319457011063,35031000065,5
350319457011064,35031000065,19
350319457011065,35031000065,1
350319457011066,35031000065,11
350319457011067,35031000065,0
350319457011068,35031000065,6
350319457011069,35031000065,0
350319457011070,35031000065,0
350319457011071,35031000065,0
350319457011072,35031000065,0
350319457011073,35031000065,4
350319457011074,35031000065,1
350319457011075,35031000065,0
350319457011076,35031000065,0
350319457011077,35031000065,3
350319457011078,35031000065,9
350319457011079,35031000065,0
350319457011080,35031000065,13
350319457011081,35031000065,0
350319457011082,35031000065,14
350319457011083,35031000065,0
350319457011084,35031000065,0
350319457011085,35031000065,0
350319457011086,35031000065,0
350319457011087,35031000065,0
350319457011088,35031000065,0
350319457011089,35031000065,0
350319457011090,35031000065,0
350319457011091,35031000065,0
350319457011092,35031000065,4
350319457011093,35031000065,0
350319457011094,35031000065,0
350319457011095,35031000065,0
350319457011096,35031000065,5
350319457011097,35031000065,6
350319457011098,35031000065,2
350319457011099,35031000065,0
350319457011100,35031000065,0
350319457011101,35031000065,13
350319457011102,35031000065,0
350319457011103,35031000065,0
350319457011104,35031000065,0
350319457011105,35031000065,0
350319457011106,35031000065,0
350319457011107,35031000065,0
350319457011108,35031000065,0
350319457011109,35031000065,0
350319457011110,35031000065,0
350319457011111,35031000065,0
350319457011112,35031000065,0
350319457011113,35031000065,8
350319457011114,35031000065,12
350319457011115,35031000065,0
350319457011116,35031000065,16
350319457011117,35031000065,0
350319457011118,35031000065,8
350319457011119,35031000065,9
350319457011120,35031000065,5
350319457011121,35031000065,0
350319457011122,35031000065,9
350319457011123,35031000065,1
350319457011124,35031000065,15
350319457011125,35031000065,26
350319457011126,35031000065,0
350319457011127,35031000065,0
350319457011128,35031000065,0
350319457011129,35031000065,0
350319457011130,35031000065,0
350319457011131,35031000065,11
350319457011132,35031000065,35
350319457011133,35031000065,3
350319457011134,35031000065,0
350319457011135,35031000065,8
350319457011136,35031000065,0
350319457011137,35031000065,8
350319457011138,35031000065,4
350319457011139,35031000065,4
350319457011140,35031000065,0
350319457011141,35031000065,0
350319457011142,35031000065,0
350319457011143,35031000065,0
350319457011144,35031000065,0
350319457011145,35031000065,0
350319457011146,35031000065,0
350319457011147,35031000065,10
350319457011148,35031000065,0
350319457011149,35031000065,7
350319457011150,35031000065,0
350319457011151,35031000065,0
350319457011152,35031000065,1
350319457011153,35031000065,26
350319457011154,35031000065,0
350319457011155,35031000065,10
350319457011156,35031000065,30
350319457011157,35031000065,22
350319457011158,35031000065,14
350319457011159,35031000065,0
350319457011160,35031000065,8
350319457011161,35031000065,0
350319457011162,35031000065,0
350319457011163,35031000065,0
350319457011164,35031000065,7
350319457011165,35031000065,0
350319457011166,35031000065,12
350319457011167,35031000065,27
350319457011168,35031000065,28
350319457011169,35031000065,45
350319457011170,35031000065,7
350319457011171,35031000065,0
350319457011172,35031000065,0
350319457011173,35031000065,0
350319457011174,35031000065,0
350319457011175,35031000065,0
350319457011176,35031000065,2
350319457011177,35031000065,0
350319457011178,35031000065,0
350319457011179,35031000065,0
350319457011180,35031000065,0
350319457011181,35031000065,0
350319457011182,35031000065,0
350319457011183,35031000065,0
350319457011184,35031000065,0
350319457011185,35031000065,0
350319457011186,35031000065,0
350319457011187,35031000065,0
350319457011188,35031000065,9
350319457011189,35031000065,6
350319457021000,35031000025,0
350319457021001,35031000025,0
350319457021002,35031000065,0
350319457021003,35031000025,0
350319457021004,35031000025,17
350319457021005,35031000065,12
350319457021006,35031000025,0
350319457021007,35031000025,0
350319457021008,35031000025,0
350319457021009,35031000025,0
350319457021010,35031000025,0
350319457021011,35031000025,0
350319457021012,35031000025,0
350319457021013,35031000025,3
350319457021014,35031000022,0
350319457021015,35031000022,0
350319457021016,35031000022,3
350319457021017,35031000022,0
350319457021018,35031000022,0
350319457021019,35031000022,0
350319457021020,35031000022,0
350319457021021,35031000022,0
350319457021022,35031000025,1
350319457021023,35031000025,11
350319457021024,35031000025,0
350319457021025,35031000025,16
350319457021026,35031000025,0
350319457021027,35031000025,27
350319457021028,35031000025,94
350319457021029,35031000025,1
350319457021030,35031000025,0
350319457021031,35031000025,10
350319457021032,35031000065,19
350319457021033,35031000025,5
350319457021034,35031000025,6
350319457021035,35031000025,0
350319457021036,35031000025,9
350319457021037,35031000025,0
350319457021038,35031000025,9
350319457021039,35031000025,0
350319457021040,35031000025,1
350319457021041,35031000025,0
350319457021042,35031000025,8
350319457021043,35031000025,35
350319457021044,35031000025,0
350319457021045,35031000025,0
350319457021046,35031000025,0
350319457021047,35031000022,0
350319457021048,35031000025,0
350319457021049,35031000025,7
350319457021050,35031000025,0
350319457021051,35031000025,0
350319457021052,35031000022,0
350319457021053,35031000025,0
350319457021054,35031000022,0
350319457021055,35031000025,0
350319457021056,35031000025,0
350319457021057,35031000025,0
350319457021058,35031000022,0
350319457021059,35031000025,0
350319457021060,35031000022,0
350319457021061,35031000022,0
350319457021062,35031000025,0
350319457021063,35031000022,0
350319457021064,35031000022,0
350319457021065,35031000022,0
350319457021066,35031000025,0
350319457021067,35031000025,0
350319457021068,35031000022,0
350319457021069,35031000022,0
350319457021070,35031000022,0
350319457021071,35031000025,0
350319457021072,35031000025,0
350319457021073,35031000025,10
350319457021074,35031000025,0
350319457021075,35031000025,0
350319457021076,35031000025,0
350319457021077,35031000022,0
350319457021078,35031000025,0
350319457021079,35031000022,0
350319457021080,35031000025,0
350319457021081,35031000025,0
350319457021082,35031000025,0
350319457021083,35031000025,4
350319457021084,35031000025,10
350319457021085,35031000025,8
350319457021086,35031000025,0
350319457021087,35031000025,10
350319457021088,35031000025,0
350319457021089,35031000025,0
350319457021090,35031000025,4
350319457021091,35031000025,0
350319457021092,35031000025,0
350319457021093,35031000025,73
350319457021094,35031000025,33
350319457021095,35031000025,0
350319457021096,35031000025,0
350319457021097,35031000025,0
350319457021098,35031000025,14
350319457021099,35031000025,0
350319457021100,35031000025,0
350319457021101,35031000025,0
350319457021102,35031000025,0
350319457021103,35031000025,6
350319457021104,35031000025,3
350319457021105,35031000025,19
350319457021106,35031000025,28
350319457021107,35031000025,14
350319457021108,35031000025,47
350319457021109,35031000025,2
350319457021110,35031000025,0
350319457021111,35031000025,13
350319457021112,35031000065,0
350319457021113,35031000025,11
350319457021114,35031000025,2
350319457021115,35031000025,6
350319457021116,35031000025,8
350319457021117,35031000025,14
350319457021118,35031000025,0
350319457021119,35031000025,0
350319457021120,35031000025,12
350319457021121,35031000025,0
350319457021122,35031000025,0
350319457021123,35031000025,0
350319457021124,35031000025,0
350319457021125,35031000025,0
350319457021126,35031000025,6
350319457021127,35031000025,8
350319457021128,35031000025,13
350319457021129,35031000025,0
350319457021130,35031000025,0
350319457021131,35031000025,0
350319457021132,35031000025,0
350319457021133,35031000025,0
350319457021134,35031000025,0
350319457021135,35031000025,0
350319457021136,35031000025,0
350319457021137,35031000025,0
350319457021138,35031000025,0
350319457021139,35031000025,0
350319457021140,35031000025,0
350319457021141,35031000025,0
350319457021142,35031000025,0
350319457021143,35031000025,0
350319457021144,35031000025,12
350319457021145,35031000025,0
350319457021146,35031000025,0
350319457021147,35031000025,0
350319457021148,35031000025,0
350319457021149,35031000025,0
350319457021150,35031000025,0
350319457021151,35031000025,0
350319457021152,35031000025,0
350319457021153,35031000025,0
350319457021154,35031000025,0
350319457021155,35031000025,0
350319457021156,35031000025,8
350319457021157,35031000025,0
350319457021158,35031000025,0
350319457021159,35031000025,4
350319457021160,35031000025,11
350319457021161,35031000025,2
350319457021162,35031000025,22
350319457021163,35031000025,4
350319457021164,35031000025,16
350319457021165,35031000025,0
350319457021166,35031000025,6
350319457021167,35031000025,4
350319457021168,35031000025,0
350319457021169,35031000025,0
350319457021170,35031000025,0
350319457021171,35031000025,9
350319457021172,35031000025,4
350319457021173,35031000025,0
350319457021174,35031000025,5
350319457021175,35031000025,35
350319457021176,35031000025,0
350319457021177,35031000025,0
350319457021178,35031000025,3
350319457021179,35031000025,29
350319457021180,35031000025,0
350319457021181,35031000025,6
350319457021182,35031000025,0
350319457021183,35031000025,3
350319457021184,35031000025,0
350319457021185,35031000025,9
350319457021186,35031000025,0
350319457021187,35031000025,0
350319457021188,35031000025,5
350319457021189,35031000025,1
350319457021190,35031000025,0
350319457021191,35031000025,0
350319457021192,35031000025,1
350319457021193,35031000025,0
350319457021194,35031000025,0
350319457021195,35031000025,0
350319457021196,35031000025,0
350319457021197,35031000025,0
350319457021198,35031000025,0
350319457021199,35031000025,0
350319457021200,35031000025,0
350319457021201,35031000025,0
350319457021202,35031000025,0
350319457021203,35031000025,7
350319457021204,35031000025,9
350319457021205,35031000025,0
350319457021206,35031000025,0
350319457021207,35031000025,4
350319457021208,35031000025,34
350319457021209,35031000025,0
350319457021210,35031000025,29
350319457021211,35031000025,0
350319457021212,35031000025,6
350319457021213,35031000025,8
350319457021214,35031000065,28
350319457021215,35031000065,0
350319457021216,35031000065,3
350319457021217,35031000065,8
350319457021218,35031000065,0
350319457021219,35031000065,16
350319457021220,35031000065,1
350319457021221,35031000065,2
350319457021222,35031000065,14
350319457021223,35031000065,22
350319457021224,35031000065,13
350319457021225,35031000065,23
350319457021226,35031000065,16
350319457021227,35031000065,0
350319457021228,35031000065,10
350319457021229,35031000065,7
350319457021230,35031000065,0
350319457021231,35031000065,0
350319457021232,35031000065,0
350319457021233,35031000065,0
350319457021234,35031000065,82
350319457021235,35031000065,0
350319457021236,35031000065,0
350319457021237,35031000025,0
350319457021238,35031000065,0
350319457021239,35031000025,8
350319457021240,35031000025,6
350319457021241,35031000025,8
350319457021242,35031000025,6
350319457021243,35031000025,15
350319457021244,35031000025,0
350319457021245,35031000065,14
350319457021246,35031000065,4
350319457021247,35031000065,0
350319457021248,35031000065,0
350319457021249,35031000065,0
350319457021250,35031000065,0
350319457021251,35031000065,8
350319457021252,35031000065,0
350319457021253,35031000065,0
350319457021254,35031000065,0
350319457021255,35031000065,0
350319457021256,35031000065,0
350319457021257,35031000065,0
350319457021258,35031000065,0
350319457021259,35031000065,0
350319457021260,35031000025,0
350319457021261,35031000025,0
350319457021262,35031000025,0
350319457021263,35031000025,0
350319457021264,35031000025,0
350319457021265,35031000025,0
350319457021266,35031000025,0
350319457021267,35031000025,0
350319457021268,35031000065,0
350319457021269,35031000065,0
350319457021270,35031000065,0
350319457021271,35031000065,0
350319457021272,35031000065,0
350319457021273,35031000065,0
350319457021274,35031000065,0
350319457021275,35031000025,0
350319457021276,35031000025,12
350319457021277,35031000025,0
350319457021278,35031000025,0
350319457021279,35031000025,0
350319457021280,35031000025,0
350319457021281,35031000025,0
350319457021282,35031000025,0
350319457021283,35031000025,0
350319457021284,35031000025,0
350319457021285,35031000025,6
350319457021286,35031000025,0
350319457021287,35031000025,29
350319457021288,35031000025,0
350319457021289,35031000025,0
