,block_vtda,DISTRICT
1491,35043000111,40
1492,35043000112,9
1493,35043000113,9
1494,35043000114,9
1495,35043000115,40
1496,35043000116,40
1497,35043000117,12
1498,35043000118,40
1499,35043000119,9
1500,35043000120,22
1501,35043000121,22
1502,35043000122,22
1503,35043000123,22
1504,35043000124,40
1505,35043000125,40
1506,35043000126,40
1507,35043000127,40
1508,35043000128,12
1509,35043000129,12
1510,35043000130,9
1511,35043000131,9
1512,35043000132,9
1513,35043000133,9
1514,35043000134,40
1515,35043000135,22
1516,35043000136,40
1517,35043000137,40
1518,35043000138,12
1519,35043000139,12
1520,35045000001,3
1521,35045000002,3
1522,35045000003,3
1523,35045000004,3
1524,35045000005,3
1525,35045000006,3
1526,35045000007,3
1527,35045000008,4
1528,35045000009,4
1529,35045000010,4
1530,35045000011,4
1531,35045000012,4
1532,35045000013,3
1533,35045000014,22
1534,35045000015,22
1535,35045000016,22
1536,35045000017,3
1537,35045000018,3
1538,35045000019,1
1539,35045000020,3
1540,35045000021,1
1541,35045000022,1
1542,35045000023,1
1543,35045000024,3
1544,35045000025,1
1545,35045000026,1
1546,35045000027,1
1547,35045000028,1
1548,35045000029,1
1549,35045000030,1
1550,35045000031,1
1551,35045000032,1
1552,35045000033,1
1553,35045000034,1
1554,35045000035,1
1555,35045000036,1
1556,35045000037,1
1557,35045000038,1
1558,35045000039,1
1559,35045000040,1
1560,35045000041,2
1561,35045000042,2
1562,35045000043,1
1563,35045000044,2
1564,35045000045,1
1565,35045000046,1
1566,35045000047,2
1567,35045000048,2
1568,35045000049,1
1569,35045000050,1
1570,35045000051,1
1571,35045000052,1
1572,35045000053,1
1573,35045000054,2
1574,35045000055,2
1575,35045000056,1
1576,35045000057,2
1577,35045000058,2
1578,35045000059,3
1579,35045000060,2
1580,35045000061,2
1581,35045000062,2
1582,35045000063,2
1583,35045000064,2
1584,35045000065,2
1585,35045000066,2
1586,35045000067,2
1587,35045000068,2
1588,35045000069,2
1589,35045000070,2
1590,35045000071,22
1591,35045000072,2
1592,35045000073,2
1593,35045000074,2
1594,35045000075,2
1595,35045000076,2
1596,35045000077,2
1597,35045000078,2
1598,35045000079,2
1599,35045000080,2
1600,35045000081,2
1601,35045000090,2
1602,35045000100,2
1603,35045000101,2
1604,35045000102,2
1605,35045000103,2
1606,35045000104,2
1607,35045000105,1
1608,35045000106,1
1609,35045000107,1
1610,35045000108,3
1611,35045000109,1
1612,35045000110,1
1613,35045000120,3
1614,35045000121,1
1615,35045000130,3
1616,35045000131,3
1617,35047000001,8
1618,35047000002,8
1619,35047000003,8
1620,35047000004,8
1621,35047000005,8
1622,35047000006,8
1623,35047000007,8
1624,35047000008,8
1625,35047000009,8
1626,35047000010,8
1627,35047000011,8
1628,35047000012,8
1629,35047000013,8
1630,35047000014,8
1631,35047000015,8
1632,35047000016,8
1633,35047000017,8
1634,35047000018,39
1635,35047000019,8
1636,35047000020,39
1637,35047000021,8
1638,35047000022,39
1639,35047000023,39
1640,35047000024,39
1641,35047000025,8
1642,35047000026,8
1643,35047000027,8
1644,35047000028,8
1645,35047000029,8
1646,35047000030,8
1647,35047000031,39
1648,35047000032,39
1649,35047000033,8
1650,35049000001,5
1651,35049000002,6
1652,35049000003,6
1653,35049000004,6
1654,35049000005,6
1655,35049000006,25
1656,35049000007,25
1657,35049000008,25
1658,35049000009,25
1659,35049000010,25
1660,35049000011,25
1661,35049000012,39
1662,35049000013,25
1663,35049000014,39
1664,35049000015,19
1665,35049000016,19
1666,35049000017,39
1667,35049000018,19
1668,35049000019,19
1669,35049000020,25
1670,35049000021,25
1671,35049000022,25
1672,35049000023,6
1673,35049000024,24
1674,35049000025,24
1675,35049000026,25
1676,35049000027,25
1677,35049000028,25
1678,35049000029,25
1679,35049000030,25
1680,35049000031,24
1681,35049000032,24
1682,35049000033,24
1683,35049000034,24
1684,35049000035,24
1685,35049000036,25
1686,35049000037,25
1687,35049000038,24
1688,35049000039,24
1689,35049000040,6
1690,35049000041,24
1691,35049000042,24
1692,35049000043,25
1693,35049000044,25
1694,35049000045,25
1695,35049000046,25
1696,35049000047,25
1697,35049000048,25
1698,35049000049,24
1699,35049000050,24
1700,35049000051,24
1701,35049000052,25
1702,35049000053,25
1703,35049000054,25
1704,35049000055,25
1705,35049000056,24
1706,35049000057,25
1707,35049000058,5
1708,35049000059,6
1709,35049000060,6
1710,35049000061,6
1711,35049000062,39
1712,35049000063,25
1713,35049000064,24
1714,35049000065,39
1715,35049000066,24
1716,35049000067,24
1717,35049000068,25
1718,35049000069,25
1719,35049000070,39
1720,35049000071,39
1721,35049000072,39
1722,35049000073,19
1723,35049000074,24
1724,35049000075,24
1725,35049000076,24
1726,35049000077,25
1727,35049000078,24
1728,35049000079,5
1729,35049000080,39
1730,35049000081,25
1731,35049000082,25
1732,35049000083,25
1733,35049000084,19
1734,35049000085,19
1735,35049000086,24
1736,35049000087,6
1737,35049000088,39
1738,35049000089,39
1739,35049000090,25
1740,35049000091,25
1741,35049000092,25
1742,35049000093,39
1743,35049000094,25
1744,35049000095,25
1745,35049000096,25
1746,35049000097,24
1747,35049000098,24
1748,35049000099,24
1749,35049000100,25
1750,35049000101,25
1751,35049000102,25
1752,35049000103,25
1753,35049000104,25
1754,35049000105,24
1755,35049000106,24
1756,35049000107,39
1757,35049000108,24
1758,35049000109,24
1759,35049000110,39
1760,35049000111,39
1761,35049000112,39
1762,35049000113,39
1763,35049000114,39
1764,35049000115,19
1765,35049000116,24
1766,35049000117,25
1767,35049000118,5
1768,35049000119,25
1769,35049000120,25
1770,35049000121,25
1771,35049000122,25
1772,35049000123,25
1773,35049000124,25
1774,35049000125,19
1775,35049000126,39
1776,35049000127,25
1777,35049000128,6
1778,35049000129,25
1779,35049000130,25
1780,35049000131,25
1781,35049000132,25
1782,35049000133,24
1783,35049000134,39
1784,35049000135,24
1785,35049000136,24
1786,35049000137,24
1787,35049000138,24
1788,35049000139,25
1789,35049000140,24
1790,35049000141,24
1791,35049000142,24
1792,35049000143,24
1793,35049000144,24
1794,35049000145,39
1795,35049000146,25
1796,35049000147,25
1797,35049000148,19
1798,35049000149,24
1799,35049000150,39
1800,35049000151,24
1801,35049000152,25
1802,35049000153,25
1803,35049000154,39
1804,35051000001,35
1805,35051000002,35
1806,35051000003,35
1807,35051000004,35
1808,35051000005,35
1809,35051000006,35
1810,35051000007,35
1811,35051000008,35
1812,35051000009,35
1813,35051000010,35
1814,35051000011,35
1815,35051000012,35
1816,35053000001,29
1817,35053000002,29
1818,35053000003,29
1819,35053000004,35
1820,35053000005,35
1821,35053000006,35
1822,35053000007,29
1823,35053000008,29
1824,35053000009,29
1825,35053000010,29
1826,35053000011,35
1827,35053000012,35
1828,35053000013,35
1829,35053000014,35
1830,35053000015,30
1831,35053000016,29
1832,35053000017,29
1833,35053000018,29
1834,35053000019,29
1835,35053000020,29
1836,35053000021,29
1837,35053000022,29
1838,35053000023,29
1839,35053000024,30
1840,35053000025,29
1841,35053000026,35
1842,35053000027,29
1843,35055000001,6
1844,35055000002,6
1845,35055000003,8
1846,35055000004,8
1847,35055000005,6
1848,35055000006,6
1849,35055000007,6
1850,35055000008,6
1851,35055000009,6
1852,35055000010,6
1853,35055000011,6
1854,35055000012,6
1855,35055000013,6
1856,35055000014,6
1857,35055000015,6
1858,35055000016,6
1859,35055000017,6
1860,35055000018,8
1861,35055000019,6
1862,35055000020,6
1863,35055000021,6
1864,35055000022,6
1865,35055000023,6
1866,35055000024,6
1867,35055000025,6
1868,35055000026,6
1869,35055000027,6
1870,35055000028,6
1871,35055000029,6
1872,35055000030,6
1873,35055000031,6
1874,35055000032,6
1875,35055000033,6
1876,35055000034,6
1877,35055000035,6
1878,35055000036,6
1879,35055000037,6
1880,35055000038,6
1881,35055000039,6
1882,35055000040,6
1883,35055000041,6
1884,35055000042,6
1885,35055000043,8
1886,35055000044,6
1887,35055000045,6
1888,35055000046,6
1889,35055000047,6
1890,35057000001,39
1891,35057000002,39
1892,35057000003,39
1893,35057000004,39
1894,35057000005,19
1895,35057000006,19
1896,35057000007,39
1897,35057000008,39
1898,35057000009,39
1899,35057000010,39
1900,35057000011,39
1901,35057000012,39
1902,35057000013,19
1903,35057000014,39
1904,35057000015,19
1905,35057000016,39
1906,35057000017,19
1907,35057000018,19
1908,35057000019,19
1909,35059000001,7
1910,35059000004,7
1911,35059000006,7
1912,35059000007,7
1913,35059000008,7
1914,35059000009,7
1915,35061000001,30
1916,35061000002,29
1917,35061000003,30
1918,35061000004,29
1919,35061000005,29
1920,35061000006,29
1921,35061000007,30
1922,35061000008,29
1923,35061000009,29
1924,35061000010,29
1925,35061000011,29
1926,35061000012,30
1927,35061000013,30
1928,35061000014,29
1929,35061000015,29
1930,35061000016,39
1931,35061000017,30
1932,35061000018,29
1933,35061000019,29
1934,35061000020,29
1935,35061000021,29
1936,35061000022,29
1937,35061000023,30
1938,35061000024,39
1939,35061000025,29
1940,35061000026,29
1941,35061000027,30
1942,35061000028,39
1943,35061000029,29
1944,35061000030,39
1945,35061000031,29
1946,35061000032,29
1947,35061000033,29
1948,35061000034,29
1949,35061000035,29
1950,35061000036,29
1951,35061000037,30
1952,35061000038,39
1953,35061000039,30
1954,35061000040,29
1955,35061000041,30
1956,35061000042,30
1957,35061000043,29
1958,35061000044,30
1959,35061000045,29
1960,35061000046,29
1961,35061000047,39
1962,35061000048,29
1963,35061000049,39
1964,35061000050,39
1965,35061000051,29
1966,35061000052,30
1967,35061000053,29
1968,35061000054,30
1969,35061000055,30
1970,35061000056,39
1971,35061000057,29
1972,35061000058,29
1973,35061000059,29
1974,35061000060,29
1975,35061000061,29
1976,35061000062,29
