,block_vtda,total,nh_black,weighted_blk_sl_dist
2142,22071008-24,788,439,30874.82774048049
2143,22071008-25,1162,749,45257.54007210266
2144,22071008-26,1077,779,41840.59537766873
2145,22071008-27,1027,794,39810.99573538839
2146,22071008-28,1096,580,42329.51114274914
2147,22071008-30,1928,1540,74564.0002739863
2148,22071009-10,1754,1239,70098.53417740928
2149,22071009-11,519,108,20819.3451112512
2150,22071009-12,737,75,29553.03496889985
2151,22071009-13,549,45,22006.039144032045
2152,22071009-14,522,73,20898.755199469677
2153,22071009-15,739,254,29598.6187496453
2154,22071009-16,658,140,26360.872728744704
2155,22071009-17,1042,727,41686.16779728879
2156,22071009-19,1043,562,41692.300165836656
2157,22071009-21,1460,1061,58344.448601145195
2158,22071009-23,759,598,30281.35503107437
2159,22071009-25,1282,1121,51050.57290800175
2160,22071009-26,616,550,24547.40280952175
2161,22071009-28,1222,1134,48458.8545411972
2162,22071009-29,437,313,17243.693564131703
2163,22071009-30,1097,760,43141.32252773756
2164,22071009-31,666,592,26232.4949236345
2165,22071009-32,889,627,35220.38924070024
2166,22071009-33,2410,2261,95097.0621103855
2167,22071009-35,469,434,18541.11352064886
2168,22071009-36,1533,1370,60699.17038928231
2169,22071009-37,1199,1120,47496.23934403857
2170,22071009-38,605,559,23978.57649094424
2171,22071009-39,1536,1347,60896.68340769983
2172,22071009-40,909,820,36071.287860752054
2173,22071009-41,1717,1098,68808.41094119064
2174,22071009-42,2360,2204,92650.10597590696
2175,22071009-44,1076,975,42447.5068022579
2176,22071009-45,864,61,34588.56763656082
2177,22071010-11,1145,526,44213.44507832196
2178,22071010-12,743,491,28635.216980654965
2179,22071010-13,899,603,34540.69443895963
2180,22071010-14,1062,764,40602.75731417948
2181,22071011-10,1091,274,41750.151306537104
2182,22071011-11,842,432,32194.283532610792
2183,22071011-12,653,427,24973.026648773033
2184,22071011-13,614,446,23424.414140842142
2185,22071011-14,1836,1597,69836.77242357579
2186,22071011-17,1423,1225,54081.82171423094
2187,22071012-10,698,65,26226.57509260672
2188,22071012-11,1025,369,38644.25193135043
2189,22071012-12,592,249,22296.822504632393
2190,22071012-13,585,435,22124.01527057518
2191,22071012-14,1045,446,39333.335654883354
2192,22071012-16,925,605,34862.75630960136
2193,22071012-17,1486,869,55966.550685181064
2194,22071012-19,1298,894,49004.10043173566
2195,22071013-10,649,28,24097.164310847733
2196,22071013-11,793,297,29644.61279347773
2197,22071013-12,554,146,20621.835601922743
2198,22071013-13,618,141,23046.892809235866
2199,22071013-14,1025,480,38249.31488344714
2200,22071013-15,673,175,25185.0506570482
2201,22071013-16,848,130,31819.286887052665
2202,22071014-10,1066,25,38199.77914540201
2203,22071014-11,686,13,24800.16752806144
2204,22071014-12,1028,69,37608.800735126046
2205,22071014-14,916,12,33658.47639285441
2206,22071014-15,640,10,23638.56968741636
2207,22071014-16,1259,32,46607.21259796645
2208,22071014-17,726,18,27006.70304928483
2209,22071014-19,911,29,34029.51919375154
2210,22071014-20,1522,102,57049.53562725939
2211,22071014-21,857,88,32152.409939725578
2212,22071014-23,694,375,26197.447295509744
2213,22071014-25,625,166,23563.25750496589
2214,22071014-26,1233,865,46789.42557025171
2215,22071015-10,1229,1100,49576.819682124624
2216,22071015-11,1045,993,42153.10224479364
2217,22071015-12,550,430,22185.0988835132
2218,22071015-13,1399,1141,56395.36520663723
2219,22071015-14,771,442,31065.720409108795
2220,22071015-15,1562,1016,62925.44474689918
2221,22071015-16,1043,550,42019.96442068732
2222,22071015-17,1027,514,41376.26222672928
2223,22071015-18,673,321,27113.200940796647
2224,22071015-19,951,918,38318.15707332361
2225,22071016-1A,616,124,22221.489275549193
2226,22071017-10,693,363,26026.126233947103
2227,22071017-11,922,731,34447.94768839801
2228,22071017-12,858,595,32481.48284804001
2229,22071017-13,872,757,32842.42477836904
2230,22071017-14,1728,1462,65648.26971511406
2231,22071017-15,579,418,21735.44358942216
2232,22071017-16,1140,877,43427.80298473404
2233,22071017-17,657,3,24738.178327797792
2234,22071017-18,765,25,28982.5817234494
2235,22071017-19,1579,99,60657.50498086013
2236,22071017-20,2073,98,79897.5328241901
2237,2207104-17A,846,8,32679.30475784135
2238,2207107-25A,719,565,28065.377058863614
2239,2207107-27B,839,745,32872.95595429893
2240,2207107-28A,877,699,34314.80675889677
2241,2207107-37A,2330,1056,89789.19584685715
2242,2207109-28C,1330,1269,52813.21645947809
2243,2207109-30A,945,569,37079.69809001037
2244,2207109-31A,991,897,38910.42055578214
2245,2207109-31B,557,493,21803.562455726787
2246,2207109-31D,1053,979,41061.31968820441
2247,2207109-34A,1531,1432,60376.71623181849
2248,2207109-35A,729,650,28840.359894593064
2249,2207109-36B,2289,1805,90599.10112689932
2250,2207109-38A,1085,995,43002.88770877561
2251,2207109-39B,634,595,25145.55808206206
2252,2207109-40A,1710,1417,67889.34134363348
2253,2207109-40C,831,633,33015.33262629965
2254,2207109-41A,1185,269,47639.533699772015
2255,2207109-41B,3948,2530,160096.22789040123
2256,2207109-41C,2013,604,81727.7254815029
2257,2207109-41D,967,338,38821.601608631136
2258,2207109-42C,2212,2041,86667.9476849376
2259,2207109-43A,2017,1810,79204.15741867293
2260,2207109-43B,1638,1509,64652.3075766094
2261,2207109-43C,1942,1716,76570.68594121796
2262,2207109-43E,1648,1570,64963.600761784575
2263,2207109-43F,860,789,33810.482010459724
2264,2207109-43G,862,791,33933.09814754322
2265,2207109-43H,1044,995,41237.76844130721
2266,2207109-43I,791,717,31116.40751556898
2267,2207109-43J,829,803,32625.321973940678
2268,2207109-43K,1131,1062,44538.8156466537
2269,2207109-43L,996,923,39236.743760354926
2270,2207109-43M,2466,2301,97222.73734777735
2271,2207109-43N,1154,1072,45666.72221146546
2272,2207109-44A,1258,1131,49564.15018592817
2273,2207109-44B,2899,2685,114242.33854980595
2274,2207109-44D,1542,1409,60695.83748900464
2275,2207109-44E,2248,2072,88737.98973079905
2276,2207109-44F,1529,1418,60594.63409687047
2277,2207109-44G,1413,1298,56149.6503055852
2278,2207109-44I,1210,878,48001.7618518054
2279,2207109-44J,1077,933,42434.356578706844
2280,2207109-44L,1274,1202,50253.07401990872
2281,2207109-44M,1156,895,45706.95401408792
2282,2207109-44N,1123,1066,44668.055749394305
2283,2207109-44O,1802,1675,71983.9592335965
2284,2207109-44P,2726,2136,107901.84528084994
2285,2207109-44Q,1731,1610,68554.5398688567
2286,2207109-45A,164,13,6371.852061454093
2287,2207114-13A,4501,25,165441.69095163842
2288,2207114-18A,1743,10,64726.08312560293
2289,2207114-24A,1219,397,46016.620475146236
2290,2207115-12A,1236,1068,49854.338771456416
2291,2207115-13A,1329,979,53588.807231317376
2292,2207115-13B,1915,1273,77193.99575604554
2293,2207115-14A,625,416,25184.006976307195
2294,2207115-14B,817,526,32909.06398510674
2295,2207115-14C,1119,749,45079.95671361996
2296,2207115-14D,1600,1422,64459.11754514104
2297,2207115-14E,1560,1346,62859.82072409638
2298,2207115-14F,622,381,25050.07209696102
2299,2207115-14G,3662,2816,147684.90709580053
2300,2207115-15A,1069,571,43060.14425675377
2301,2207115-15B,875,365,35244.96449214318
2302,2207115-17A,878,363,35364.34895448083
2303,2207115-17B,984,423,39630.520333374916
2304,2207115-18A,998,521,40212.647530344766
2305,2207115-18B,2137,1594,86150.22071546694
2306,2207115-18C,1141,454,45980.51777509929
2307,2207115-18D,3854,3086,155435.55806403497
2308,2207115-18E,1482,623,59762.609186908674
2309,2207115-18F,2106,1404,84943.90251493959
2310,2207115-19A,1747,523,70384.9726853194
2311,2207115-19B,645,623,25990.213839174037
2312,2207115-19C,1952,1370,78660.4541670803
2313,2207117-13A,661,572,24764.576453191297
2314,2207117-18A,1440,147,54970.96731488348
2315,22073000001,3014,344,98146.6600932781
2316,22073000002,1980,402,62988.138826787406
2317,22073000003,3438,2374,111806.14709731413
2318,22073000004,2661,1040,86185.25925174383
2319,22073000005,2699,1314,87836.26318390727
2320,22073000006,3260,523,106197.54698178536
2321,22073000007,3147,845,102479.47625579499
2322,22073000008,2774,964,90275.09575353515
2323,22073000009,3362,1926,109015.75818355613
2324,22073000010,1462,1110,47384.224722809806
2325,22073000011,1716,1545,55612.45600118712
2326,22073000012,1098,1022,35615.63545915656
2327,22073000013,1024,944,33263.71346129133
2328,22073000014,1509,1456,49023.08097512711
2329,22073000015,2033,1971,65975.5656076078
2330,22073000016,1576,1446,51150.27512948438
2331,22073000017,1417,1216,45933.34788650646
2332,22073000018,3881,2278,125659.9616612503
2333,22073000019,1546,1472,50075.146659252
2334,2207300001A,1674,107,54276.521703216866
2335,22073000020,1556,1346,50379.06814364401
2336,22073000021,1691,1192,54771.36254979731
2337,22073000022,1698,1598,55168.88617053405
2338,22073000023,1566,1476,50883.07589290317
2339,22073000024,2935,2829,95036.89899746253
2340,22073000025,1058,226,34086.094134954
2341,22073000026,875,424,28301.456988570295
2342,22073000027,905,571,29408.085368435502
2343,22073000028,853,490,27691.179727264436
2344,22073000029,753,446,24444.870538947944
2345,22073000030,1230,944,39870.64244773873
2346,22073000031,1967,426,63860.5678434027
2347,22073000032,3100,156,100779.0893266703
2348,22073000033,3105,273,101041.6334513047
2349,22073000034,780,327,25355.094917845734
2350,22073000035,1932,561,62785.78741299936
2351,22073000036,738,25,24069.82535252823
2352,22073000037,1467,114,47690.274247825815
2353,22073000038,1821,261,59274.26069571821
2354,22073000039,3124,814,101487.19099816072
2355,22073000040,1008,91,32731.103381038803
2356,22073000041,2702,49,85952.39861189909
2357,22073000042,2892,314,94230.92396874352
2358,22073000043,2383,55,77088.51068462028
2359,22073000044,1761,59,56829.84859994279
2360,22073000045,3397,165,109698.34394545585
2361,22073000046,2043,285,66420.25617010023
2362,22073000047,1557,477,50597.416752327816
2363,22073000048,2278,246,73868.90506226702
2364,22073000049,951,16,29527.34577519781
2365,22073000050,1398,125,45576.85877536349
2366,22073000051,2126,9,66195.697345862
2367,22073000052,2498,109,78380.18514961518
2368,22073000053,1472,66,47997.21473489378
2369,22073000054,2651,139,85758.03957087625
2370,22073000055,2599,170,83167.6624892644
2371,22073000056,2128,25,69067.82137872491
2372,22073000057,3029,28,98012.02115861242
2373,22073000058,1539,11,49570.10258403338
2374,22073000059,1132,437,36817.91589208473
2375,22073000060,2412,1102,78402.10929763797
2376,22073000061,1189,73,38649.65983520412
2377,22073000062,2205,1292,71705.70425227305
2378,22073000063,1876,781,60954.96216247911
2379,22073000064,998,167,32472.943832331614
2380,22073000065,596,530,19358.5563176129
2381,22073000066,1567,1310,50875.811189362175
2382,22073000067,2016,1026,65511.073645721524
2383,22073000068,1126,774,36610.046164489526
2384,22073000069,1573,1519,51030.86191620795
2385,22073000070,1401,1275,45565.09560680643
2386,22073000071,1734,63,56441.32126578491
2387,22073000072,1342,493,43682.02241491628
2388,22073000073,2504,1447,81380.59898028908
2389,22073000074,970,944,31505.5467638353
2390,22073000075,2152,141,70141.30791890358
2391,22073000076,2119,768,68897.2827778245
2392,22073000077,1705,280,55444.161408345884
2393,22073000078,911,133,29621.270958275007
2394,22073000079,1272,1226,41335.80858306103
2395,2207300009A,1336,741,43287.29419470639
2396,2207300027A,334,235,10852.655654152379
2397,2207300044A,2252,98,73051.99872421836
2398,2207300051A,1454,22,45908.52365350941
2399,2207300052A,1339,101,42561.30878931727
2400,2207300056A,1417,32,45974.80887860451
2401,2207300065A,599,557,19454.245652886995
2402,220750001-1,423,157,17141.017051511528
2403,220750001-2,385,281,15510.09763678501
2404,220750001-3,1082,855,43869.45030040758
2405,220750002-1,1885,170,76218.92086314307
2406,220750002-2,1440,46,58244.046294563275
2407,220750003-1,2915,95,118178.65045627294
2408,220750004-1,1014,55,41098.90537729571
2409,220750004-2,1885,266,76432.39473713057
2410,220750005-1,1307,126,52245.96386495349
2411,220750005-2,1646,95,66512.73914909297
2412,220750006-1,1768,506,71180.23440072699
2413,220750006-2,1190,192,46756.629740350414
2414,220750007-1,832,447,33547.052328111444
2415,220750007-2,1304,758,52802.32138287261
2416,220750008-1,1202,282,47765.98666725472
2417,220750008-2,735,110,29754.38042983019
2418,220750008-3,397,128,16061.574593791438
2419,220750009-1,1213,135,49076.25164681073
2420,220750009-2,892,159,36209.53407165226
2421,22077000001,489,170,20530.40973115013
2422,22077000002,293,239,12396.567169032496
2423,22077000003,607,145,24938.378498613445
2424,22077000004,426,280,17897.531713035547
2425,22077000005,165,10,7056.826383673952
2426,22077000006,525,157,21909.355902250834
2427,22077000007,1074,690,42310.05714103685
2428,22077000008,2295,2156,83758.87711070079
2429,22077000009,1860,547,69665.36273875074
2430,22077000010,999,308,36375.430519405454
2431,22077000011,673,579,24652.508509806612
2432,22077000012,886,292,31496.93768149638
2433,22077000013,894,235,37557.68457129835
2434,22077000014,910,89,38676.91085349198
2435,22077000015,1212,120,50979.71264745744
2436,22077000016,1250,379,51163.19830346523
2437,22077000017,2621,272,98226.82902159764
2438,22077000018,1716,188,62269.58588821189
2439,22077000019,1105,142,39407.24447952384
2440,22077000020,758,223,26921.132911970486
2441,220790000C1,574,331,15793.124230688265
2442,220790000C2,759,713,21222.409985152306
2443,220790000C3,1502,1434,42313.65946002468
2444,220790000C4,1682,1538,47769.55570887147
2445,220790000C5,1062,915,30174.70769328155
2446,220790000C6,1401,1311,39760.76547635638
2447,220790000C7,685,635,19233.607981275047
2448,220790000C8,427,385,12007.170537657159
2449,220790000C9,613,571,17171.89482106372
2450,220790000N1,634,259,17384.138759084108
2451,220790000N2,1246,775,34324.36975707439
2452,220790000N3,1822,986,50962.61659923251
2453,220790000N4,977,541,26986.196473366665
2454,220790000N5,1524,394,41799.77485631162
2455,220790000N6,2079,475,58439.63890854096
2456,220790000N7,285,42,7822.480804197829
2457,220790000N8,1908,795,52637.62177076126
2458,220790000N9,1628,447,45386.535897683985
2459,220790000S1,681,133,18829.050677347353
2460,220790000S2,367,15,10153.347010591577
2461,220790000S4,888,615,24047.81391972558
2462,220790000S5,275,83,7396.929005632721
2463,220790000S7,1661,26,45202.23468121001
2464,220790000S8,2059,87,55257.88227172221
2465,220790000S9,147,5,4018.6723098303764
2466,22079000C10,579,449,16070.810732137925
2467,22079000C13,3208,2007,85542.17742217254
2468,22079000C14,1081,718,29451.259259367915
2469,22079000C15,2519,1929,69293.86773208667
2470,22079000C17,1106,504,30689.10976538193
2471,22079000C18,1308,636,36318.28863636289
2472,22079000C19,1161,627,32562.43661822409
2473,22079000C20,1703,1450,48289.80415680828
2474,22079000C21,2767,2142,78144.0166338579
2475,22079000C22,472,29,13415.075732746554
2476,22079000C23,721,43,19861.989465795094
2477,22079000C24,1045,677,29311.33863060697
2478,22079000C25,2114,1324,59599.89105998459
2479,22079000C26,1147,441,32077.942375967817
2480,22079000C27,1049,299,29065.189270250296
2481,22079000C28,1666,1293,45929.07133965832
2482,22079000C30,1420,393,39091.18991498907
2483,22079000C31,1422,229,39534.327395950284
2484,22079000C32,1518,517,42456.01144816093
2485,22079000C33,1259,248,35287.896525911994
2486,22079000C34,1235,341,34134.656505105275
2487,22079000C35,799,83,22197.232594401994
2488,22079000C36,2253,245,62474.99771570635
2489,22079000C39,833,553,22381.893383141458
2490,22079000C40,782,556,21805.784189124177
2491,22079000C41,2027,445,56190.8831354238
2492,22079000C42,2253,340,62533.86028639516
2493,22079000N10,3288,703,93159.73760964903
2494,22079000N11,931,107,26097.85613304545
2495,22079000N12,2103,264,60136.60403556643
2496,22079000N15,1115,123,32431.333821164004
2497,22079000N16,1456,136,42309.774269851696
2498,22079000N17,1179,61,34784.012090721706
2499,22079000N19,2901,266,85638.516752143
2500,22079000N20,2059,98,60297.08378374399
2501,22079000N21,530,45,15213.066592457182
2502,22079000N22,974,20,28713.438683784607
2503,22079000N23,1277,5,38913.67842696471
2504,22079000N24,3005,4,92403.01278911512
2505,22079000N25,1450,7,43696.00983837953
2506,22079000N26,2895,93,84510.24238021899
2507,22079000N27,2429,50,70939.0757374404
2508,22079000N28,1269,59,37205.17615780663
2509,22079000N29,745,22,21592.46184997695
2510,22079000S10,2246,24,61281.3952377066
2511,22079000S11,789,26,20798.72861824157
2512,22079000S13,1762,142,49221.46987336222
2513,22079000S14,357,63,10144.842408475146
2514,22079000S15,1159,274,33221.44532322955
2515,22079000S16,1480,109,42383.69631507088
2516,22079000S17,273,79,7401.019438474388
2517,22079000S18,468,320,12732.985657708514
2518,22079000S19,409,102,11417.860308463254
2519,22079000S20,845,552,23820.693031446277
2520,22079000S21,941,23,26006.34269751885
2521,22079000S22,1354,46,36656.237293584694
2522,22079000S23,605,12,16328.682432430935
2523,22079000S24,201,13,5547.376123035788
2524,22079000S25,1087,279,30053.54225769071
2525,22079000S26,1394,54,38375.36818226422
2526,22079000S27,605,1,16188.602831454722
2527,22079000S28,400,2,10799.966136800373
2528,22079000S29,1042,14,27900.67467479095
2529,22079000S6A,673,150,17705.635726026634
2530,22079000S6B,563,175,15376.89262733419
2531,220790C11-A,682,499,18553.596861854316
2532,220790C11-B,563,490,15464.485682186098
2533,220790C37-A,2654,392,69517.70721757722
2534,220790C37-B,1396,192,38233.59960609822
2535,220790C38-A,746,472,20102.57262481563
2536,220790C38-B,2151,764,58644.59248191852
2537,220790N13-A,935,70,26164.196377163775
2538,220790N13-B,1371,162,38666.45898971537
2539,220790N14-A,561,82,15615.741210065937
2540,220790N14-B,729,174,20601.10950754117
2541,220790N18-A,1913,260,57327.8311521762
2542,220790N18-B,1730,152,51583.216585991744
2543,220810001-1,808,132,27529.671618734144
2544,220810001-2,435,13,14473.811210222195
2545,220810002-1,574,99,18864.579245154397
2546,220810002-3,524,3,17164.81036918165
2547,220810003-1,503,69,16568.98586417694
2548,220810003-2,417,17,14287.995942108273
2549,220810003-3,268,50,8969.328264820151
2550,220810004-1,281,156,9197.245119348352
2551,220810004-2,223,81,7266.5045247108055
2552,220810004-3,406,354,13591.155539927258
2553,220810004-5,59,32,2001.510929489994
2554,220810005-1,201,130,6932.487267809547
2555,220810005-2,835,594,28088.570570940894
2556,220810006-1,345,275,11613.478866342928
2557,220810006-2,615,494,20916.823774064083
2558,220810007-1,242,71,8100.131433155645
2559,220810007-2,204,69,6755.578694469608
2560,220810007-3,680,313,22574.305760107087
2561,22083000001,689,33,22113.1201004353
2562,22083000002,752,81,24300.75650038104
2563,22083000003,624,237,20275.983233455798
2564,22083000004,1456,239,47265.46895310834
2565,22083000008,736,87,23700.25387160291
2566,22083000010,784,472,25251.98643635901
2567,22083000011,1095,62,35310.08560368172
2568,22083000012,1466,107,47280.59585504042
2569,22083000013,2087,1585,67287.76743514178
2570,22083000017,1451,329,46876.872924239644
2571,22083000018,1855,1364,59787.93894994442
2572,22083000023,246,21,7938.150489048838
2573,22083000025,541,62,17654.458939878114
2574,22083000026,408,28,13220.907541517203
2575,22083000027,798,42,25838.710576274647
2576,22083000028,164,15,5355.825346676795
2577,22083000030,159,15,5220.634842634559
2578,22083000031,454,122,14904.032926169944
2579,22083000032,874,259,28868.667561563852
2580,22083000033,1404,1222,47061.066416935006
2581,22083000034,1233,480,41420.10422787281
2582,22083000035,637,405,21278.394529334586
2583,2208300012A,130,36,4195.373555879498
2584,220850001-1,668,16,20940.105198858902
2585,220850001-2,762,75,23097.629468747517
2586,220850001-3,553,140,17277.71821438203
2587,220850002-1,962,0,29909.210544789923
2588,220850002-2,177,1,4892.235062018507
2589,220850002-3,96,4,2673.304077815555
2590,220850002-4,308,95,9774.90100720471
2591,220850002-5,345,43,10767.021806065763
2592,220850002-6,986,4,31185.49720730339
2593,220850003-2,888,38,29474.999831769208
2594,220850003-4,293,3,9932.956883263816
2595,220850003-6,579,52,18838.044937686496
2596,220850003-7,396,65,12810.527165858355
2597,220850004-1,2135,1419,69248.01140984318
2598,220850005-3,396,70,12727.853152892563
2599,220850005-5,496,45,16648.595092322368
2600,220850005-8,475,118,15464.677574587373
2601,220850006-2,1511,30,49013.599833520275
2602,220850006-3,849,4,28252.815745508848
2603,220850006-4,191,6,6334.410689138232
2604,220850007-1,379,10,13171.864420187594
2605,220850007-2,700,18,23912.864038530726
2606,220850007-3,482,1,16516.377867210103
2607,220850007-4,450,11,15597.68409257875
2608,220850007-5,456,7,15828.925478213398
2609,220850008-1,567,29,19127.767823891794
2610,220850008-2,1638,721,54818.436521647986
2611,220850009-1,617,274,21365.608551432295
2612,220850009-2,443,29,15313.077304420167
2613,220850009-3,683,67,23260.811514970785
2614,22085002-2A,332,0,9321.647689685573
2615,22085002-4A,183,26,5854.771119378245
2616,22085002-6A,914,17,29411.381584712297
2617,22085003-6A,127,30,4140.853059074876
2618,22085003-7B,43,0,1392.8123645040341
2619,22085003-7X,22,1,717.5478437621163
2620,22085005-8A,633,51,20960.336471383758
2621,22085006-4A,331,0,11083.389081894824
2622,22085006-4B,71,0,2380.676249198898
2623,22085008-1A,18,0,607.2267645350073
2624,22087000010,1105,221,44262.68994031605
2625,22087000011,1261,147,50634.93270671508
2626,22087000012,1058,132,42296.57130754841
2627,22087000013,2263,750,90693.03052210259
2628,22087000014,1966,670,78882.59779259376
2629,22087000015,1756,915,70315.18921288269
2630,22087000020,1271,258,51071.32037578558
2631,22087000021,908,83,36450.70913167357
2632,22087000022,1561,634,62593.400841891686
2633,22087000023,1192,589,47806.132238233695
2634,22087000024,2227,432,89291.82250037676
2635,22087000025,1390,469,55750.424619677986
2636,22087000030,1936,227,77808.68751125774
2637,22087000031,1576,134,63373.651478282234
2638,22087000032,2885,385,115736.60985435735
2639,22087000033,1249,161,50099.069305600344
2640,22087000034,525,87,21057.413930564773
2641,22087000040,746,274,29988.44061532382
2642,22087000041,1608,230,64518.34221079506
2643,22087000042,1005,69,40385.79765491166
2644,22087000043,1000,115,40160.05175096876
2645,22087000044,1798,1449,72452.2777068114
2646,22087000045,907,727,36511.29549551835
2647,22087000046,694,64,27901.53214897839
2648,22087000050,1786,1070,71964.18410416425
2649,22087000051,665,64,27158.875598176
2650,22087000052,1505,380,60789.192289548926
2651,22087000053,609,56,24615.77391669018
2652,22087000054,1563,278,63154.40851177939
2653,22087000055,2077,105,84005.76529991538
2654,2208700042A,1672,195,67290.38792220374
2655,220890001-1,1168,1005,34239.07033220751
2656,220890001-2,1329,554,43268.59869120298
2657,220890001-3,1734,739,55725.79573422274
2658,220890001-5,875,774,27427.0521572912
2659,220890001-6,1676,491,55405.03034486891
2660,220890002-1,694,67,22668.03461325738
2661,220890002-2,866,205,27971.084173799212
2662,220890002-3,1378,55,45020.140913590876
2663,220890002-4,1290,532,43046.95660140942
2664,220890002-5,2620,158,83979.10544555112
2665,220890002-6,637,66,21068.545630290573
2666,220890003-1,3181,185,106177.85963361575
2667,220890003-2,3164,778,104971.14188976989
2668,220890003-3,1559,105,51457.827142759044
2669,220890004-1,1886,288,49737.65767361686
2670,220890004-2,2156,16,58510.35971508196
2671,220890004-3,1102,66,31762.93638460027
2672,220890004-4,1847,865,57113.00698915215
2673,220890005-1,1611,1242,53735.752811935214
2674,220890005-3,1254,346,41892.24705450796
2675,220890005-4,2404,1159,80683.64969656676
2676,220890005-5,1994,233,67576.21312345628
2677,220890006-1,2154,311,67733.5097458856
2678,220890006-2,2421,152,79945.1254659609
2679,220890006-4,820,192,27207.915779342293
2680,220890006-6,563,471,18730.880858689427
2681,220890006-7,913,138,30204.232469190014
2682,220890006-8,805,132,26602.578000950994
2683,220890007-1,615,98,19424.81976482072
2684,220890007-2,2018,115,64196.82088428675
2685,220890007-3,3156,420,100892.75327216879
2686,220890007-4,2659,1066,85370.66281935104
2687,220910001-1,1538,722,53612.43487138499
2688,220910001-2,76,41,2702.995932166734
2689,220910002-1,1224,1000,42189.18270595327
2690,220910002-2,523,265,17392.343825759002
2691,220910003-1,1782,1105,60099.02581349751
2692,220910003-2,150,95,5018.985062870361
2693,220910004-1,1873,858,64241.7465085329
2694,220910004-2,194,95,6181.681069159626
2695,220910005-1,1996,1433,57115.467269621186
2696,220910006-1,1046,175,33859.550213160925
2697,220910006-2,518,57,15663.471480495622
2698,22093000001,430,325,9973.354224598459
2699,22093000002,1146,419,26709.43046075666
2700,22093000003,1588,656,36892.07192403756
2701,22093000004,863,258,19777.486549672547
2702,22093000005,870,332,20053.795536127098
2703,22093000006,1291,376,30089.020356722987
2704,22093000007,730,700,16983.670211762834
2705,22093000008,1877,394,44889.93489019922
2706,22093000009,1543,61,38694.81079332347
2707,22093000010,557,206,13543.801613104264
2708,22093000011,606,333,15974.629652362508
2709,22093000012,729,565,22656.291804107863
2710,22093000013,1388,1278,39875.82475077631
2711,22093000014,545,435,14032.027052469803
2712,22093000015,860,665,20929.89113730944
2713,22093000016,1766,1388,40409.92344903948
2714,22093000017,1507,554,34624.819008466795
2715,22093000018,1433,445,33186.25796821338
2716,22093000019,463,96,10583.871672706644
2717,220950001-1,225,13,5441.869552371733
2718,220950001-2,1021,917,28290.396629127892
2719,220950001-3,1705,1509,39857.52173984864
2720,220950001-4,1165,603,33912.4725068023
2721,220950001-5,1019,762,29006.327809117385
2722,220950002-1,1106,316,25284.697909441427
2723,220950002-2,1040,680,23587.424677912128
2724,220950002-3,1892,591,45772.47188459533
2725,220950002-4,1231,130,31429.983951207363
2726,220950003-1,902,531,22531.639395472313
2727,220950003-2,2032,1736,55022.38865876747
2728,220950003-4,2555,2025,69508.23016454431
2729,220950004-1,883,485,25058.418370074967
2730,220950004-2,2043,1206,56864.37845604558
2731,220950004-3,1971,1572,55429.463895957866
2732,220950005-1,2518,1613,75437.13381141154
2733,220950005-4,3049,949,94733.85237177585
2734,220950005-7,765,181,23134.014339357993
2735,220950005-8,434,40,12466.616630164383
2736,220950006-1,1683,612,48608.427602112824
2737,220950006-3,2128,1779,62567.03430865686
2738,220950006-4,2609,2237,76130.25189687125
2739,220950007-2,3003,1243,85515.3066246512
2740,220950007-3,953,311,27277.431563722625
2741,220950007-5,2026,708,57833.69058239903
2742,220950007-7,940,465,27313.49641104482
2743,22095004-13,3,0,79.6137750889698
2744,22095004-14,1576,862,45753.08154715731
2745,22097000001,1474,491,42141.102934240414
2746,22097000002,1302,637,44349.40574196974
2747,22097000003,759,422,29776.82425458588
2748,22097000004,1684,195,46527.60164695407
2749,22097000005,92,40,3179.107969502864
2750,22097000006,742,410,20527.366039401397
2751,22097000007,787,8,28800.662479034057
2752,22097000008,1871,1008,50850.0718922638
2753,22097000009,1813,1172,49424.83360952195
2754,22097000010,1767,724,47456.33490731813
2755,22097000011,1718,1455,46603.6933222796
2756,22097000012,1558,1378,42397.39388512531
2757,22097000013,1097,209,31360.66037612039
2758,22097000014,2283,696,64160.59980379459
2759,22097000015,1751,528,52391.95947083111
2760,22097000016,1333,79,43235.110848547774
2761,22097000017,904,7,34310.31614729393
2762,22097000018,2304,975,61180.84740568817
2763,22097000019,1532,1375,41517.45203950182
2764,22097000020,2361,1505,64781.55123893009
2765,22097000021,983,863,26927.696437807273
2766,22097000022,2138,1592,57746.46678711272
2767,22097000023,2664,2440,73187.65372257617
2768,22097000024,3136,1447,84407.98627200526
2769,22097000025,2434,2166,65670.60086393995
2770,22097000026,1666,982,45250.88153187943
2771,22097000027,1710,668,46882.683538460544
2772,22097000028,1206,444,32922.59979088753
2773,22097000029,1750,495,48722.31347544198
2774,22097000030,2634,375,78160.4570070224
2775,22097000031,868,315,25305.956237167233
2776,22097000032,1814,577,47642.18648621359
2777,22097000033,2757,1037,74348.99314129063
2778,22097000034,1760,316,48368.23301382584
2779,22097000035,2909,1426,80817.72721657332
2780,22097000036,776,483,21827.77760169112
2781,22097000037,1367,194,38719.44169977812
2782,22097000038,908,250,26141.521702498794
2783,22097000039,1873,170,57256.93788657432
2784,22097000040,970,114,28951.00121503016
2785,22097000041,1829,188,49641.935850400485
2786,22097000042,583,71,16129.446977864403
2787,22097000043,1446,145,39942.17519012955
